candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,14616.197344513283,15150.701377700025,534.5,1.7956,True,10,LBR_1
CON_1,LBR_1,13989.466614964873,15777.432107248434,1787.97,6.0066,True,9,LBR_1
CON_1,LIB_1,17912.09494264875,11854.803779564554,6057.29,20.3491,True,8,LBR_1
CON_1,NAT_1,26093.501846079474,3673.396876133833,22420.1,75.3189,True,1,LBR_1
CUP_1,LBR_1,11582.114571240527,18184.784150972777,6602.67,22.1812,True,7,LBR_1
CUP_1,LIB_1,19293.696126633644,10473.202595579665,8820.49,29.6319,True,5,LBR_1
CUP_1,NAT_1,22579.462925051208,7187.4357971621,15392.03,51.7085,True,3,LBR_1
LBR_1,LIB_1,23556.016192127176,6210.882530086131,17345.13,58.2699,True,2,LBR_1
LBR_1,NAT_1,21941.230856137016,7825.667866076292,14115.56,47.4203,True,4,LBR_1
LIB_1,NAT_1,18266.261267909962,11500.637454303349,6765.62,22.7287,True,6,LBR_1
