party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,78,63,22,163,22.64
1,Labor,74,48,10,132,18.33
4,Liberal,56,22,8,86,11.94
2,Solidarity,46,34,4,84,11.67
6,Civic Union Party,35,28,6,69,9.58
5,Populist,29,29,9,67,9.31
3,Nationalist,25,31,5,61,8.47
9,Progressive,18,7,0,25,3.47
8,DSA,18,4,1,23,3.19
7,Order and Opportunity Party,5,4,1,10,1.39
