candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,13705.820227264274,14194.696900631949,488.88,1.7522,True,10,STY_1
CON_1,LBR_1,13192.546420416631,14707.970707479592,1515.42,5.4315,True,9,STY_1
CON_1,LIB_1,16699.202847329176,11201.314280567047,5497.89,19.7053,True,6,STY_1
CON_1,STY_1,12496.719113213578,15403.798014682647,2907.08,10.4194,True,7,STY_1
CUP_1,LBR_1,10888.349061008672,17012.168066887552,6123.82,21.9488,True,5,STY_1
CUP_1,LIB_1,17924.541598693217,9975.975529203008,7948.57,28.489,True,3,STY_1
CUP_1,STY_1,10186.099382266926,17714.417745629296,7528.32,26.9827,True,4,STY_1
LBR_1,LIB_1,21888.639346976,6011.877780920222,15876.76,56.9049,True,1,STY_1
LBR_1,STY_1,12986.90312156608,14913.614006330143,1926.71,6.9056,True,8,STY_1
LIB_1,STY_1,7340.237341749265,20560.27978614696,13220.04,47.3828,True,2,STY_1
