party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,93,55,302,21.57
1,Labor,135,66,30,231,16.5
4,Liberal,105,41,17,163,11.64
2,Solidarity,82,50,11,143,10.21
3,Nationalist,73,51,17,141,10.07
5,Populist,64,45,24,133,9.5
6,Civic Union Party,56,40,18,114,8.14
9,Progressive,45,16,12,73,5.21
7,Order and Opportunity Party,32,13,5,50,3.57
8,DSA,34,11,5,50,3.57
