respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30
9906,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9907,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9908,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,PRG_1,PRG_2,PRG_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9909,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9910,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9911,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9912,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9913,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9914,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9915,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9916,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9917,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
9918,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,PRG_1,PRG_2,PRG_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9919,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9920,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9921,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,WFP_1,WFP_2,WFP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
9922,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9923,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9924,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9925,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9926,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9927,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9928,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9929,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9930,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9931,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9932,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9933,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9934,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9935,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9936,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9937,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9938,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9939,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3
9940,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9941,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9942,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9943,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9944,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9945,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9946,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9947,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9948,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
9949,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9950,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9951,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9952,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9953,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9954,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9955,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9956,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9957,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9958,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9959,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9960,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9961,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9962,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9963,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9964,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9965,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9966,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9967,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9968,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9969,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9970,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9971,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9972,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9973,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
9974,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
9975,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9976,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9977,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,PRG_1,PRG_2,PRG_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
9978,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9979,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9980,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9981,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9982,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9983,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
9984,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
9985,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
