respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27,rank_28,rank_29,rank_30
38774,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38775,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38776,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38777,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
38778,WFP_1,WFP_2,WFP_3,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38779,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38780,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38781,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38782,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38783,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
38784,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38785,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38786,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38787,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38788,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38789,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38790,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38791,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38792,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
38793,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38794,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38795,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38796,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38797,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38798,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38799,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38800,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,LIB_1,LIB_2,LIB_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
38801,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3
38802,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38803,CON_1,CON_2,CON_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38804,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
38805,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38806,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38807,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38808,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
38809,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38810,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38811,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38812,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38813,WFP_1,WFP_2,WFP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3
38814,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3
38815,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38816,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38817,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38818,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38819,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
38820,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38821,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38822,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38823,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38824,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38825,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38826,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38827,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38828,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38829,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38830,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,PRG_1,PRG_2,PRG_3,POP_1,POP_2,POP_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38831,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38832,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38833,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38834,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38835,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38836,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38837,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38838,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38839,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38840,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38841,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38842,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,WFP_1,WFP_2,WFP_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38843,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,SD_1,SD_2,SD_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38844,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,CUP_1,CUP_2,CUP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38845,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38846,CON_1,CON_2,CON_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,NAT_1,NAT_2,NAT_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38847,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,PRG_1,PRG_2,PRG_3,NAT_1,NAT_2,NAT_3
38848,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,POP_1,POP_2,POP_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38849,CON_1,CON_2,CON_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,CUP_1,CUP_2,CUP_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38850,PRG_1,PRG_2,PRG_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CUP_1,CUP_2,CUP_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38851,NAT_1,NAT_2,NAT_3,POP_1,POP_2,POP_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,WFP_1,WFP_2,WFP_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
38852,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,POP_1,POP_2,POP_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,CUP_1,CUP_2,CUP_3,WFP_1,WFP_2,WFP_3,NAT_1,NAT_2,NAT_3
38853,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,WFP_1,WFP_2,WFP_3,POP_1,POP_2,POP_3,SD_1,SD_2,SD_3,CUP_1,CUP_2,CUP_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,PRG_3
