candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15071.385903137787,15628.703616234063,557.32,1.8154,True,10,LBR_1
CON_1,LBR_1,14387.926712238994,16312.162807132854,1924.24,6.2679,True,9,LBR_1
CON_1,LIB_1,18518.540990308542,12181.548529063308,6336.99,20.6416,True,8,LBR_1
CON_1,NAT_1,26962.49915456049,3737.590364811361,23224.91,75.6509,True,1,LBR_1
CUP_1,LBR_1,11928.997326356457,18771.092193015393,6842.09,22.2869,True,7,LBR_1
CUP_1,LIB_1,19978.273390603856,10721.816128767994,9256.46,30.1512,True,5,LBR_1
CUP_1,NAT_1,23334.274839096295,7365.814680275551,15968.46,52.0144,True,3,LBR_1
LBR_1,LIB_1,24389.70461470276,6310.384904669085,18079.32,58.8901,True,2,LBR_1
LBR_1,NAT_1,22685.966295656424,8014.1232237154245,14671.84,47.7909,True,4,LBR_1
LIB_1,NAT_1,18877.96730429095,11822.122215080897,7055.85,22.9831,True,6,LBR_1
