party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,195,122,68,385,22.31
1,Labor,162,89,36,287,16.63
4,Liberal,128,52,15,195,11.3
2,Solidarity,103,59,18,180,10.43
3,Nationalist,91,62,27,180,10.43
5,Populist,83,49,27,159,9.21
6,Civic Union Party,75,40,21,136,7.88
9,Progressive,57,21,3,81,4.69
8,DSA,42,16,7,65,3.77
7,Order and Opportunity Party,37,13,8,58,3.36
