candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15981.763020386796,16584.708093302135,602.95,1.8514,True,10,LBR_1
CON_1,LBR_1,15184.846906787236,17381.624206901695,2196.78,6.7455,True,9,LBR_1
CON_1,LIB_1,19731.43308562812,12835.038028060813,6896.4,21.1764,True,8,LBR_1
CON_1,NAT_1,28700.493771522517,3865.9773421664167,24834.52,76.2579,True,1,LBR_1
CUP_1,LBR_1,12622.762836588312,19943.708277100617,7320.95,22.48,True,7,LBR_1
CUP_1,LIB_1,21347.42791854428,11219.043195144652,10128.38,31.1007,True,5,LBR_1
CUP_1,NAT_1,24843.89866718648,7722.572446502452,17121.33,52.5735,True,3,LBR_1
LBR_1,LIB_1,26057.081459853936,6509.3896538349945,19547.69,60.024,True,2,LBR_1
LBR_1,NAT_1,24175.437174695242,8391.033938993689,15784.4,48.4683,True,4,LBR_1
LIB_1,NAT_1,20101.37937705293,12465.091736635999,7636.29,23.4483,True,6,LBR_1
