party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,78,64,21,163,22.64
1,Labor,74,47,11,132,18.33
4,Liberal,56,23,8,87,12.08
2,Solidarity,46,32,3,81,11.25
6,Civic Union Party,35,25,6,66,9.17
5,Populist,27,29,9,65,9.03
3,Nationalist,25,32,5,62,8.61
9,Progressive,19,7,1,27,3.75
8,DSA,18,5,1,24,3.33
7,Order and Opportunity Party,6,6,1,13,1.81
