party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,73,27,205,23.48
1,Labor,87,48,18,153,17.53
4,Liberal,68,28,6,102,11.68
2,Solidarity,54,32,5,91,10.42
5,Populist,37,35,14,86,9.85
3,Nationalist,35,32,14,81,9.28
6,Civic Union Party,43,23,9,75,8.59
8,DSA,22,8,3,33,3.78
9,Progressive,18,7,2,27,3.09
7,Order and Opportunity Party,12,4,4,20,2.29
