party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,156,95,54,305,21.79
1,Labor,135,68,30,233,16.64
4,Liberal,110,45,20,175,12.5
3,Nationalist,73,51,17,141,10.07
5,Populist,71,43,22,136,9.71
2,Solidarity,75,48,10,133,9.5
6,Civic Union Party,57,38,20,115,8.21
9,Progressive,45,16,11,72,5.14
8,DSA,32,11,5,48,3.43
7,Order and Opportunity Party,26,11,5,42,3.0
