candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,13250.631668639771,13716.69466209791,466.06,1.7283,True,10,LBR_1
CON_1,LBR_1,12794.08632314251,14173.240007595174,1379.15,5.1142,True,9,LBR_1
CON_1,LIB_1,16092.756799669385,10874.569531068295,5218.19,19.35,True,8,LBR_1
CON_1,NAT_1,23486.509920636436,3480.816410101248,20005.69,74.1849,True,1,LBR_1
CUP_1,LBR_1,10541.466305892744,16425.860024844937,5884.39,21.8205,True,7,LBR_1
CUP_1,LIB_1,17239.964334723005,9727.361996014679,7512.6,27.8582,True,5,LBR_1
CUP_1,NAT_1,20315.027182915932,6652.299147821748,13662.73,50.664,True,3,LBR_1
LBR_1,LIB_1,21054.95092440041,5912.375406337267,15142.58,56.1516,True,2,LBR_1
LBR_1,NAT_1,19707.024537578785,7260.3017931588965,12446.72,46.1548,True,4,LBR_1
LIB_1,NAT_1,16431.143158766987,10536.183171970695,5894.96,21.8596,True,6,LBR_1
