party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,106,71,27,204,23.37
1,Labor,88,49,18,155,17.75
4,Liberal,72,29,7,108,12.37
2,Solidarity,53,35,5,93,10.65
5,Populist,42,36,13,91,10.42
6,Civic Union Party,46,23,9,78,8.93
3,Nationalist,28,30,13,71,8.13
8,DSA,16,7,3,26,2.98
9,Progressive,18,5,3,26,2.98
7,Order and Opportunity Party,12,5,4,21,2.41
