party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,103,72,27,202,23.14
1,Labor,83,46,18,147,16.84
4,Liberal,69,30,7,106,12.14
3,Nationalist,41,36,14,91,10.42
5,Populist,38,31,12,81,9.28
2,Solidarity,48,27,5,80,9.16
6,Civic Union Party,43,25,8,76,8.71
9,Progressive,22,7,4,33,3.78
8,DSA,19,10,3,32,3.67
7,Order and Opportunity Party,15,6,4,25,2.86
