party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,73,27,205,23.48
1,Labor,87,49,18,154,17.64
4,Liberal,72,27,6,105,12.03
2,Solidarity,56,34,5,95,10.88
5,Populist,41,37,15,93,10.65
6,Civic Union Party,45,23,9,77,8.82
3,Nationalist,29,29,13,71,8.13
8,DSA,17,7,3,27,3.09
7,Order and Opportunity Party,14,6,4,24,2.75
9,Progressive,15,5,2,22,2.52
