party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,159,95,54,308,22.0
1,Labor,131,67,30,228,16.29
4,Liberal,114,45,21,180,12.86
3,Nationalist,73,51,16,140,10.0
5,Populist,71,44,24,139,9.93
2,Solidarity,70,44,9,123,8.79
6,Civic Union Party,55,39,19,113,8.07
9,Progressive,49,16,11,76,5.43
7,Order and Opportunity Party,29,13,6,48,3.43
8,DSA,29,12,4,45,3.21
