party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,193,115,66,374,21.67
1,Labor,151,89,35,275,15.93
4,Liberal,120,55,19,194,11.24
3,Nationalist,99,66,28,193,11.18
2,Solidarity,96,57,17,170,9.85
5,Populist,81,51,25,157,9.1
6,Civic Union Party,72,36,22,130,7.53
9,Progressive,59,22,3,84,4.87
7,Order and Opportunity Party,58,15,9,82,4.75
8,DSA,44,17,6,67,3.88
