party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,64,19,163,22.64
1,Labor,67,45,10,122,16.94
4,Liberal,59,26,9,94,13.06
3,Nationalist,31,36,6,73,10.14
5,Populist,29,31,11,71,9.86
6,Civic Union Party,33,26,5,64,8.89
2,Solidarity,41,19,1,61,8.47
9,Progressive,20,11,3,34,4.72
8,DSA,15,5,1,21,2.92
7,Order and Opportunity Party,9,7,1,17,2.36
