state_fips,state_abbr,total_weighted_respondents,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,first_choice_CON_1,first_choice_CON_2,first_choice_CON_3,first_choice_LBR_1,first_choice_LBR_2,first_choice_LBR_3,first_choice_STY_1,first_choice_STY_2,first_choice_STY_3,first_choice_NAT_1,first_choice_NAT_2,first_choice_NAT_3,first_choice_LIB_1,first_choice_LIB_2,first_choice_LIB_3,first_choice_POP_1,first_choice_POP_2,first_choice_POP_3,first_choice_CUP_1,first_choice_CUP_2,first_choice_CUP_3,first_choice_DSA_1,first_choice_DSA_2,first_choice_DSA_3,first_choice_PRG_1,first_choice_PRG_2,first_choice_PRG_3,first_choice_OAO_1
24,MD,782.1392251325467,0.12924431813665244,0.17333833597108028,0.15313481656063535,0.05980420392820076,0.10175377624174871,0.1114442462153964,0.08228585229321687,0.06308555066448329,0.04249874873948778,0.08341015124909797,0.1360447853176013,0.0,0.0,0.20144759643772275,0.0,0.0,0.12134364720728799,0.0,0.0,0.07001032465938721,0.0,0.0,0.09410245447089802,0.0,0.0,0.1015543140958698,0.0,0.0,0.07055656674491347,0.0,0.0,0.029041241698946552,0.0,0.0,0.1001050511308873,0.0,0.0,0.07579401823648552
25,MA,790.9676385842274,0.16071855092603785,0.1713470125723615,0.1124387123351679,0.06648887059408312,0.1306130543599223,0.08074429001337714,0.0533921385352189,0.06156622446605848,0.0760755595849766,0.08661558661279599,0.18434129222818524,0.0,0.0,0.16676613699018702,0.0,0.0,0.09214873129203019,0.0,0.0,0.0754743621361252,0.0,0.0,0.12973096739141285,0.0,0.0,0.06629561929755459,0.0,0.0,0.038787183639919426,0.0,0.0,0.08079688871706824,0.0,0.0,0.09722382338917818,0.0,0.0,0.06843499491833901
26,MI,1329.584123339628,0.20749943670358936,0.13312363762943943,0.09994050279332223,0.11290586273490309,0.09694374524327366,0.11438237301639446,0.08059122472652577,0.04367322730533406,0.062316268010565036,0.04862372183665272,0.21482739371405332,0.0,0.0,0.13533439398623684,0.0,0.0,0.08842167636740812,0.0,0.0,0.13297817662143993,0.0,0.0,0.09803116205252672,0.0,0.0,0.095934046093602,0.0,0.0,0.06799729988870823,0.0,0.0,0.05981099812593141,0.0,0.0,0.05749629390371241,0.0,0.0,0.049168559246381104
27,MN,714.0147451905302,0.14898233312684017,0.14405837276603714,0.08189010159102578,0.08218313633662191,0.13635766637752839,0.12177046743922418,0.07224634713420063,0.07303221460392828,0.041230896988083264,0.0982484636365102,0.1552781392017989,0.0,0.0,0.1281009037925204,0.0,0.0,0.07357180941531521,0.0,0.0,0.09281073653583098,0.0,0.0,0.14132301169905398,0.0,0.0,0.11329439010144239,0.0,0.0,0.0549003726438165,0.0,0.0,0.03485669503048525,0.0,0.0,0.11624448104990476,0.0,0.0,0.08961946052983176
28,MS,444.2501713864426,0.18223941305599736,0.12725330243678493,0.2647117805377931,0.0765180124546201,0.03216753316545722,0.11351915763644388,0.09168282544312965,0.07614884524737388,0.02845978830381411,0.007299341718585738,0.18220342371156267,0.0,0.0,0.11694569854032524,0.0,0.0,0.2745326963161626,0.0,0.0,0.09008504264210199,0.0,0.0,0.031542304619733334,0.0,0.0,0.0850261857374583,0.0,0.0,0.08280248047528463,0.0,0.0,0.027090415428955725,0.0,0.0,0.008216620659923216,0.0,0.0,0.10155513186849234
29,MO,950.7300393248061,0.19808582708266967,0.14148109155270389,0.1672368130881573,0.09879987917307202,0.06729533482332442,0.09819776651644699,0.08855895087442124,0.037278060298496236,0.07468001979555336,0.028386256795154784,0.22373600047731693,0.0,0.0,0.13110569447666287,0.0,0.0,0.14957264123896621,0.0,0.0,0.1070954026123754,0.0,0.0,0.06984967729919835,0.0,0.0,0.08291728919343846,0.0,0.0,0.079732136630265,0.0,0.0,0.08301645008850508,0.0,0.0,0.034115132377970626,0.0,0.0,0.03885957560530099
30,MT,257.38114259017533,0.18128630096008816,0.13920585444643216,0.14428481161559073,0.15624032915053004,0.10211828574630755,0.08197134311655674,0.0967638866915935,0.01606763647976912,0.050079381922579214,0.03198216987055256,0.15959386427771252,0.0,0.0,0.1273106493930104,0.0,0.0,0.12487818656559076,0.0,0.0,0.2014527153232253,0.0,0.0,0.12678188579780894,0.0,0.0,0.06338841154001346,0.0,0.0,0.09414548142422749,0.0,0.0,0.046216912910855903,0.0,0.0,0.03733347640896972,0.0,0.0,0.018898416358585454
31,NE,295.9094025556517,0.17323830229952708,0.15469178617223237,0.1402619561295496,0.08111044776040151,0.07026431537895515,0.11109641548513928,0.1343053730558164,0.032798167657865446,0.0796331068698247,0.022600129190688583,0.18098544469889902,0.0,0.0,0.14680727177998001,0.0,0.0,0.11814729469220865,0.0,0.0,0.08877828745815347,0.0,0.0,0.06277982553819583,0.0,0.0,0.10368972630801726,0.0,0.0,0.1418361478605644,0.0,0.0,0.09016019930958641,0.0,0.0,0.028837314767902147,0.0,0.0,0.037978487586493005
32,NV,707.5349642159226,0.17790189693195413,0.17399798873040404,0.17054103491380368,0.08927410737956563,0.08197785923446113,0.10016051750223076,0.06020447763462698,0.049908472812338914,0.05060769781883115,0.04542594704178355,0.20185169404080017,0.0,0.0,0.17324099407248775,0.0,0.0,0.13910331768789702,0.0,0.0,0.0992459485862139,0.0,0.0,0.09044405534162235,0.0,0.0,0.0870954941771997,0.0,0.0,0.057496044355522156,0.0,0.0,0.04790490410608867,0.0,0.0,0.054606126711039926,0.0,0.0,0.04901142092112844
33,NH,264.70182867427593,0.12145624656423418,0.19333155827129647,0.086064009371579,0.055871440624858486,0.09380505435493498,0.07854548779038299,0.10108577273258187,0.08539694593245668,0.10305172767915803,0.0813917566785172,0.11908170554818942,0.0,0.0,0.18709126717069166,0.0,0.0,0.051374206163048344,0.0,0.0,0.060848173977756485,0.0,0.0,0.08805767546942177,0.0,0.0,0.06501333741010872,0.0,0.0,0.08780618258796909,0.0,0.0,0.11477821499829169,0.0,0.0,0.09498663941542693,0.0,0.0,0.130962597259096
34,NJ,1162.212189890641,0.16719476629850108,0.1511118467765934,0.10572941126596605,0.08457812396645736,0.10648246756306706,0.10172411665284582,0.09168512289851456,0.05842843379749055,0.06327554878531493,0.06979016199524905,0.17738013313035061,0.0,0.0,0.136904229040651,0.0,0.0,0.09393458404426158,0.0,0.0,0.09176221346155614,0.0,0.0,0.12151882891620297,0.0,0.0,0.08980529395799765,0.0,0.0,0.0741456626904429,0.0,0.0,0.06073137787172866,0.0,0.0,0.08182062979807028,0.0,0.0,0.07199704708873828
35,NM,415.09744284088754,0.16458434489665058,0.2114244576839569,0.15264702727633356,0.06320845555767315,0.08764359233913645,0.08855010493976398,0.09282302707216562,0.0448512255356518,0.05006479096989188,0.044202973728776004,0.1726142337846382,0.0,0.0,0.2256296205423798,0.0,0.0,0.14434194187866417,0.0,0.0,0.05809773580362028,0.0,0.0,0.07995547347493166,0.0,0.0,0.0594232195655814,0.0,0.0,0.12841360636716243,0.0,0.0,0.0495159507674304,0.0,0.0,0.05421325516277231,0.0,0.0,0.02779496265281949
36,NY,2314.4361487307797,0.14238669427286663,0.16838300722744146,0.13390827043937492,0.06368187507219253,0.10162042088890187,0.09906413596541859,0.0932935147872337,0.06647913160541696,0.06965649104989192,0.06152645869126133,0.1518009394586472,0.0,0.0,0.16191447576385806,0.0,0.0,0.10811610697011503,0.0,0.0,0.07194090090051299,0.0,0.0,0.10522196681457317,0.0,0.0,0.08608573952704623,0.0,0.0,0.08416019992192637,0.0,0.0,0.06902890366297114,0.0,0.0,0.07434510476479862,0.0,0.0,0.0873856622155513
37,NC,1455.3543868417394,0.1964343735762496,0.12670139330351865,0.1412345390691998,0.09717336346777145,0.07549828157115725,0.118503196286955,0.07851314753484702,0.06298979193908374,0.051286358272651725,0.05166555497856563,0.2187118218530451,0.0,0.0,0.11414624715033196,0.0,0.0,0.1222568306574689,0.0,0.0,0.10704085437623422,0.0,0.0,0.07429493150331902,0.0,0.0,0.1056229114025413,0.0,0.0,0.07622467707090273,0.0,0.0,0.050099136603449584,0.0,0.0,0.06267884968016063,0.0,0.0,0.0689237397025466
38,ND,112.01903649032609,0.1731382178938602,0.1718164723732826,0.09447881225115919,0.052314794826818584,0.06620735106562113,0.18895814754747245,0.14387376467049257,0.05148720863807505,0.028330707879741283,0.02939452285347683,0.2277819455408803,0.0,0.0,0.1617467638854837,0.0,0.0,0.06457286941077141,0.0,0.0,0.034475457284792704,0.0,0.0,0.07733841194016333,0.0,0.0,0.15138371229812164,0.0,0.0,0.14744392128498668,0.0,0.0,0.028441262274864106,0.0,0.0,0.03790120773060395,0.0,0.0,0.06891444834933226
39,OH,1727.1453712960188,0.19889036871077048,0.12337886718274836,0.13372293935481924,0.09607045618142443,0.07707915904542641,0.11560648054012039,0.12264060766831589,0.04856211854122566,0.05443088765854584,0.029618115116603064,0.227744772218586,0.0,0.0,0.11515406586195392,0.0,0.0,0.11188080777909623,0.0,0.0,0.10738631197935003,0.0,0.0,0.08381533233202053,0.0,0.0,0.09739080777171623,0.0,0.0,0.11187415602107743,0.0,0.0,0.05703805155267421,0.0,0.0,0.03483804004434419,0.0,0.0,0.05287765443918107
40,OK,606.2032476806337,0.21993886812596733,0.09133108447790962,0.13023243707271173,0.12108949541383139,0.06791354114051001,0.12556081138734085,0.11442589417946826,0.05202833548740446,0.06332564484261166,0.014153887872244565,0.22891419232899227,0.0,0.0,0.07923771288220505,0.0,0.0,0.11407813659184518,0.0,0.0,0.15210023769991382,0.0,0.0,0.07806325530255986,0.0,0.0,0.0966978149256324,0.0,0.0,0.11355314036011796,0.0,0.0,0.06301661036255049,0.0,0.0,0.01527325242503796,0.0,0.0,0.059065647121144954
41,OR,861.7255247612022,0.12784489160672205,0.1377755149512359,0.0850159888488105,0.12910807510079925,0.12721852258217028,0.09583285924650799,0.050398349609230675,0.03147977754726067,0.09958061743553932,0.11574540307172322,0.1253591687084545,0.0,0.0,0.124560277789586,0.0,0.0,0.062086632394131855,0.0,0.0,0.13824084728493038,0.0,0.0,0.13646629173383062,0.0,0.0,0.08712402957475228,0.0,0.0,0.0510921452442095,0.0,0.0,0.10511884251628145,0.0,0.0,0.13536111400821998,0.0,0.0,0.03459065074560343
42,PA,2189.525528188798,0.19589433648494822,0.15231030591378025,0.1103207670586987,0.08134732081054499,0.10642637934938276,0.0979387879365827,0.07718483421226931,0.058849096971039114,0.05836215131684736,0.061366019945906444,0.21411453655013563,0.0,0.0,0.14419812856948705,0.0,0.0,0.08518986083429676,0.0,0.0,0.08991263267084591,0.0,0.0,0.12290370548923268,0.0,0.0,0.07893573992859582,0.0,0.0,0.0722240995977125,0.0,0.0,0.05361225305511427,0.0,0.0,0.07440711558824846,0.0,0.0,0.06450192771633098
44,RI,163.32349721252046,0.1379976439869844,0.18637828425430564,0.12168955558422608,0.05272773233956452,0.15729971443192994,0.08988200983653494,0.06181620818152778,0.05169978755383732,0.07602663007752103,0.0644824337535682,0.16387883913479695,0.0,0.0,0.1665489463531903,0.0,0.0,0.09309050531671441,0.0,0.0,0.0563615725870253,0.0,0.0,0.14775116445042688,0.0,0.0,0.09123449936923153,0.0,0.0,0.06232889292319871,0.0,0.0,0.06910732702104082,0.0,0.0,0.08546570621196359,0.0,0.0,0.06423254663241146
45,SC,730.2873741362401,0.20429247181755808,0.1460414558624158,0.15150028796063017,0.10037719732893356,0.06714548837215957,0.10741690523772228,0.08546992851293903,0.03881345385689055,0.07785776749428709,0.021085043556463717,0.2250880538011127,0.0,0.0,0.13969670853599048,0.0,0.0,0.1354840121879726,0.0,0.0,0.11521808888606115,0.0,0.0,0.07256782565449112,0.0,0.0,0.0955998577353208,0.0,0.0,0.06930424838807843,0.0,0.0,0.08310237641219231,0.0,0.0,0.019726055291838247,0.0,0.0,0.04421277310694222
46,SD,141.47968207446456,0.17713332942872745,0.106538425288778,0.15713624467859028,0.11134418950068449,0.06696443948671668,0.10312237226526295,0.13862512689050854,0.054180012065184496,0.05399695575870123,0.0309589046368459,0.18407887936184844,0.0,0.0,0.1068200534957231,0.0,0.0,0.14646906523488454,0.0,0.0,0.12412782635954028,0.0,0.0,0.060813504216585594,0.0,0.0,0.07230367407794405,0.0,0.0,0.13740308923192104,0.0,0.0,0.059753358732191515,0.0,0.0,0.04057768652718809,0.0,0.0,0.06765286276217351
47,TN,1143.4242417308235,0.2759293791137572,0.09258259536369945,0.12869560516510342,0.1327659456738824,0.0408765592153373,0.10031665099437498,0.10467143152373701,0.05304357836356796,0.049150346722716835,0.02196790786382339,0.29083375985207216,0.0,0.0,0.07146583003240779,0.0,0.0,0.11129623247503885,0.0,0.0,0.1530142530807847,0.0,0.0,0.04096733938511129,0.0,0.0,0.09000764397083942,0.0,0.0,0.08919871669121952,0.0,0.0,0.0661001403861857,0.0,0.0,0.021853810908594513,0.0,0.0,0.06526227321774619
