respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27
39936,STY_1,STY_2,REF_3,STY_3,REF_1,CTR_1,REF_2,CTR_2,CTR_3,SD_1,SD_2,SD_3,CON_2,PRG_1,LIB_2,PRG_2,PRG_3,CON_1,LIB_1,DSA_2,CON_3,DSA_1,LIB_3,NAT_2,NAT_1,DSA_3,NAT_3
39937,CTR_3,STY_1,CON_1,CON_2,CON_3,STY_2,CTR_1,CTR_2,STY_3,SD_2,REF_3,SD_1,REF_1,SD_3,LIB_2,REF_2,LIB_1,LIB_3,DSA_2,DSA_1,PRG_2,NAT_1,NAT_2,PRG_1,PRG_3,DSA_3,NAT_3
39938,NAT_3,REF_1,NAT_1,NAT_2,CON_2,REF_2,REF_3,CON_1,CON_3,STY_3,STY_1,STY_2,DSA_3,SD_1,LIB_1,LIB_2,PRG_2,CTR_3,DSA_1,LIB_3,DSA_2,CTR_1,SD_2,CTR_2,SD_3,PRG_1,PRG_3
39939,STY_3,STY_1,STY_2,SD_3,SD_1,SD_2,REF_1,REF_2,REF_3,DSA_3,DSA_1,DSA_2,LIB_1,NAT_1,NAT_2,CON_3,PRG_2,NAT_3,CON_1,LIB_2,PRG_1,PRG_3,LIB_3,CTR_3,CTR_1,CON_2,CTR_2
39940,STY_2,STY_1,STY_3,SD_2,SD_1,SD_3,DSA_1,DSA_2,DSA_3,REF_3,REF_1,REF_2,NAT_3,NAT_1,LIB_1,LIB_2,PRG_2,CON_1,LIB_3,CTR_3,PRG_1,PRG_3,CTR_1,CON_2,CTR_2,NAT_2,CON_3
39941,LIB_2,LIB_1,SD_3,LIB_3,STY_2,SD_1,SD_2,CTR_1,CTR_2,STY_1,STY_3,CTR_3,PRG_3,PRG_1,PRG_2,DSA_2,REF_2,REF_1,REF_3,DSA_1,DSA_3,CON_2,CON_1,CON_3,NAT_2,NAT_1,NAT_3
39942,PRG_1,PRG_2,LIB_2,PRG_3,DSA_1,DSA_2,LIB_1,DSA_3,SD_2,LIB_3,SD_1,SD_3,STY_1,STY_2,STY_3,CTR_2,CTR_1,CTR_3,REF_2,REF_1,REF_3,NAT_1,CON_3,CON_1,CON_2,NAT_2,NAT_3
39943,LIB_3,CTR_2,CTR_1,STY_1,SD_1,LIB_1,LIB_2,SD_2,SD_3,CTR_3,STY_2,STY_3,REF_1,REF_2,REF_3,DSA_2,DSA_1,DSA_3,PRG_3,NAT_1,PRG_1,PRG_2,NAT_2,CON_2,NAT_3,CON_1,CON_3
39944,CTR_3,CON_3,CTR_1,CON_1,CON_2,STY_2,CTR_2,STY_1,STY_3,REF_2,REF_1,REF_3,SD_2,SD_1,SD_3,LIB_1,DSA_1,LIB_2,LIB_3,PRG_1,NAT_2,PRG_2,PRG_3,DSA_2,NAT_1,NAT_3,DSA_3
39945,REF_2,STY_1,REF_1,REF_3,STY_2,STY_3,CON_2,CON_1,CON_3,SD_1,SD_2,SD_3,NAT_2,CTR_3,CTR_1,PRG_1,LIB_3,PRG_2,LIB_1,NAT_1,DSA_1,LIB_2,CTR_2,NAT_3,DSA_2,PRG_3,DSA_3
39946,LIB_1,LIB_2,SD_2,SD_1,LIB_3,SD_3,STY_1,CTR_3,STY_2,CTR_1,STY_3,CTR_2,DSA_3,DSA_1,REF_2,DSA_2,REF_1,REF_3,PRG_2,PRG_1,PRG_3,CON_1,NAT_3,NAT_1,CON_2,CON_3,NAT_2
39947,CON_3,CON_1,CON_2,STY_1,REF_2,REF_1,REF_3,STY_2,STY_3,CTR_2,CTR_1,CTR_3,SD_3,SD_1,SD_2,NAT_3,DSA_2,PRG_1,LIB_2,LIB_1,NAT_1,PRG_2,DSA_1,PRG_3,LIB_3,DSA_3,NAT_2
39948,SD_1,SD_2,SD_3,DSA_2,DSA_1,STY_1,DSA_3,STY_2,STY_3,REF_1,REF_2,REF_3,LIB_1,LIB_2,LIB_3,CTR_3,CON_1,CON_2,CTR_1,PRG_1,PRG_2,CTR_2,NAT_2,PRG_3,NAT_1,NAT_3,CON_3
39949,CON_3,REF_2,REF_1,CON_1,CTR_3,CTR_1,NAT_3,CTR_2,NAT_1,CON_2,REF_3,NAT_2,STY_2,STY_1,STY_3,PRG_1,SD_1,SD_2,LIB_2,SD_3,PRG_2,DSA_3,PRG_3,LIB_1,DSA_1,DSA_2,LIB_3
39950,LIB_1,LIB_2,SD_1,SD_2,LIB_3,CTR_2,CTR_1,CTR_3,SD_3,REF_3,STY_2,STY_1,STY_3,REF_1,REF_2,PRG_1,PRG_2,PRG_3,CON_3,DSA_2,DSA_1,DSA_3,CON_1,CON_2,NAT_2,NAT_1,NAT_3
39951,CON_2,CON_1,CTR_3,REF_1,CON_3,STY_2,STY_1,STY_3,SD_1,SD_2,REF_2,REF_3,CTR_1,SD_3,CTR_2,LIB_2,LIB_1,LIB_3,NAT_1,NAT_2,DSA_2,PRG_1,DSA_1,NAT_3,PRG_2,PRG_3,DSA_3
39952,REF_2,REF_1,REF_3,STY_2,STY_1,STY_3,CON_1,CON_2,CON_3,NAT_3,CTR_1,DSA_2,LIB_2,LIB_1,PRG_1,PRG_2,CTR_2,DSA_1,NAT_1,SD_1,DSA_3,CTR_3,SD_2,NAT_2,PRG_3,LIB_3,SD_3
39953,SD_2,SD_1,SD_3,STY_3,STY_1,STY_2,DSA_3,DSA_1,LIB_1,DSA_2,CTR_1,LIB_2,LIB_3,REF_2,CTR_2,REF_1,REF_3,CTR_3,NAT_2,PRG_1,PRG_2,CON_3,CON_1,CON_2,PRG_3,NAT_1,NAT_3
39954,CON_3,SD_2,SD_1,CON_1,CON_2,SD_3,REF_2,STY_1,STY_2,REF_1,LIB_3,REF_3,LIB_1,STY_3,CTR_2,CTR_1,LIB_2,CTR_3,DSA_3,PRG_2,DSA_1,PRG_1,NAT_1,NAT_2,DSA_2,PRG_3,NAT_3
39955,CON_1,CON_2,REF_1,CON_3,REF_2,REF_3,STY_2,STY_1,STY_3,SD_3,SD_1,SD_2,NAT_1,NAT_2,NAT_3,PRG_1,CTR_3,LIB_1,DSA_3,DSA_1,CTR_1,CTR_2,PRG_2,DSA_2,LIB_2,LIB_3,PRG_3
39956,STY_2,SD_1,SD_2,SD_3,STY_1,REF_3,REF_1,STY_3,REF_2,CTR_3,CTR_1,CTR_2,CON_1,CON_2,CON_3,NAT_3,LIB_3,LIB_1,DSA_3,NAT_1,PRG_1,LIB_2,DSA_1,NAT_2,DSA_2,PRG_2,PRG_3
39957,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_3,STY_1,STY_2,LIB_3,LIB_1,LIB_2,REF_2,PRG_3,NAT_2,CTR_2,CON_1,REF_1,PRG_1,REF_3,PRG_2,CON_2,CON_3,NAT_1,NAT_3,CTR_1,CTR_3
39958,NAT_1,NAT_2,NAT_3,REF_2,REF_1,REF_3,CON_2,CON_1,CON_3,STY_1,STY_2,STY_3,PRG_1,SD_3,SD_1,LIB_2,DSA_2,PRG_2,LIB_1,LIB_3,DSA_1,CTR_3,SD_2,CTR_1,CTR_2,PRG_3,DSA_3
39959,CON_1,CON_2,CON_3,REF_2,REF_1,CTR_2,STY_1,CTR_1,STY_2,REF_3,CTR_3,STY_3,NAT_1,NAT_2,SD_1,SD_2,NAT_3,SD_3,LIB_3,LIB_1,DSA_2,PRG_1,PRG_2,PRG_3,DSA_1,DSA_3,LIB_2
39960,SD_2,LIB_2,SD_1,LIB_1,LIB_3,STY_3,CTR_2,CTR_1,SD_3,CTR_3,STY_1,STY_2,PRG_3,DSA_1,PRG_1,PRG_2,DSA_2,DSA_3,REF_3,REF_1,REF_2,NAT_1,NAT_2,CON_2,CON_1,CON_3,NAT_3
39961,STY_1,CON_3,CON_1,CON_2,REF_2,REF_1,REF_3,STY_2,STY_3,CTR_2,SD_3,SD_1,CTR_1,SD_2,CTR_3,NAT_3,NAT_1,NAT_2,PRG_2,LIB_1,DSA_2,LIB_2,PRG_1,DSA_1,DSA_3,LIB_3,PRG_3
39962,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,SD_3,LIB_2,LIB_1,LIB_3,DSA_3,SD_1,SD_2,STY_1,STY_2,CTR_1,CTR_2,STY_3,CTR_3,REF_2,REF_1,NAT_2,REF_3,NAT_1,NAT_3,CON_1,CON_2,CON_3
39963,CON_1,CON_2,CON_3,NAT_2,STY_1,REF_3,REF_1,REF_2,NAT_1,NAT_3,STY_2,STY_3,CTR_2,SD_2,CTR_1,CTR_3,SD_1,SD_3,PRG_1,PRG_2,DSA_3,LIB_2,PRG_3,LIB_1,DSA_1,LIB_3,DSA_2
39964,SD_2,SD_1,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,CTR_3,CTR_1,LIB_3,CTR_2,REF_2,REF_1,REF_3,PRG_1,CON_2,NAT_3,CON_1,NAT_1,DSA_3,PRG_2,CON_3,DSA_1,NAT_2,DSA_2,PRG_3
39965,SD_1,LIB_2,STY_1,SD_2,LIB_1,LIB_3,SD_3,CTR_1,CTR_2,STY_2,CTR_3,REF_1,STY_3,PRG_1,PRG_2,PRG_3,REF_2,REF_3,DSA_1,DSA_2,DSA_3,CON_2,CON_1,CON_3,NAT_1,NAT_2,NAT_3
39966,REF_2,NAT_3,NAT_1,REF_1,NAT_2,REF_3,CON_2,CON_1,CON_3,STY_3,STY_1,STY_2,LIB_2,SD_1,SD_2,CTR_3,DSA_2,SD_3,LIB_1,DSA_1,PRG_1,CTR_1,LIB_3,DSA_3,CTR_2,PRG_2,PRG_3
39967,DSA_3,SD_2,DSA_1,DSA_2,SD_1,SD_3,STY_3,STY_1,STY_2,LIB_3,NAT_3,LIB_1,NAT_1,CON_1,LIB_2,NAT_2,CON_2,PRG_3,CTR_1,REF_1,CON_3,CTR_2,REF_2,PRG_1,REF_3,CTR_3,PRG_2
39968,STY_1,STY_2,CON_2,REF_3,REF_1,CON_1,STY_3,REF_2,CON_3,SD_2,SD_1,SD_3,DSA_3,PRG_2,CTR_3,CTR_1,LIB_1,PRG_1,PRG_3,CTR_2,LIB_2,NAT_2,DSA_1,LIB_3,DSA_2,NAT_1,NAT_3
39969,PRG_1,PRG_2,DSA_2,LIB_2,DSA_1,LIB_1,PRG_3,LIB_3,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,NAT_1,REF_1,NAT_2,CON_1,REF_2,CON_2,CON_3,REF_3,NAT_3
39970,STY_3,STY_1,STY_2,SD_2,SD_1,SD_3,REF_2,DSA_2,REF_1,DSA_1,REF_3,DSA_3,CON_2,PRG_1,CON_1,CON_3,CTR_1,NAT_2,NAT_1,PRG_2,PRG_3,LIB_1,LIB_2,NAT_3,LIB_3,CTR_2,CTR_3
39971,REF_2,REF_1,REF_3,NAT_3,NAT_1,NAT_2,STY_2,STY_1,STY_3,CON_3,CON_1,CON_2,CTR_1,LIB_3,SD_2,DSA_2,SD_1,CTR_2,LIB_1,PRG_1,SD_3,CTR_3,DSA_1,PRG_2,PRG_3,DSA_3,LIB_2
39972,STY_1,STY_2,DSA_3,STY_3,SD_1,SD_2,DSA_1,SD_3,DSA_2,REF_2,REF_1,REF_3,PRG_3,PRG_1,CON_1,LIB_2,CON_2,LIB_1,CTR_2,NAT_2,PRG_2,CTR_1,NAT_1,NAT_3,CTR_3,LIB_3,CON_3
39973,PRG_3,PRG_1,PRG_2,DSA_3,DSA_1,LIB_1,LIB_2,LIB_3,DSA_2,SD_3,SD_1,SD_2,STY_1,STY_2,STY_3,CTR_3,CTR_1,CTR_2,NAT_1,REF_1,REF_2,NAT_2,REF_3,CON_1,CON_2,CON_3,NAT_3
39974,CON_2,CON_1,CON_3,CTR_1,REF_1,CTR_2,NAT_2,CTR_3,NAT_1,NAT_3,REF_2,REF_3,STY_1,STY_2,STY_3,SD_2,SD_1,SD_3,PRG_2,DSA_3,LIB_2,DSA_1,LIB_1,LIB_3,DSA_2,PRG_1,PRG_3
39975,CON_2,NAT_2,NAT_1,CON_1,CON_3,NAT_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,LIB_3,SD_2,SD_1,LIB_1,DSA_1,PRG_1,PRG_2,PRG_3,LIB_2,DSA_2,DSA_3,SD_3
39976,STY_2,STY_1,STY_3,SD_1,SD_2,REF_3,REF_1,REF_2,SD_3,NAT_2,LIB_3,DSA_1,PRG_1,CON_3,CON_1,NAT_1,LIB_1,DSA_2,CTR_3,CON_2,CTR_1,NAT_3,PRG_2,CTR_2,PRG_3,LIB_2,DSA_3
39977,LIB_2,SD_2,LIB_1,LIB_3,CTR_1,SD_1,CTR_2,CTR_3,CON_1,CON_2,SD_3,CON_3,STY_3,REF_1,REF_2,STY_1,STY_2,REF_3,PRG_1,PRG_2,PRG_3,DSA_1,NAT_3,DSA_2,NAT_1,NAT_2,DSA_3
39978,STY_2,STY_1,STY_3,SD_3,REF_2,SD_1,REF_1,SD_2,REF_3,LIB_1,CTR_1,CTR_2,CTR_3,NAT_2,PRG_3,NAT_1,CON_1,DSA_2,NAT_3,DSA_1,PRG_1,CON_2,CON_3,LIB_2,PRG_2,DSA_3,LIB_3
39979,SD_3,DSA_1,LIB_3,SD_1,SD_2,DSA_2,PRG_2,STY_3,DSA_3,PRG_1,PRG_3,STY_1,LIB_1,LIB_2,STY_2,CTR_1,CTR_2,CTR_3,REF_2,REF_1,REF_3,CON_1,CON_2,NAT_1,CON_3,NAT_2,NAT_3
39980,CTR_2,CTR_1,CON_2,CON_1,REF_1,CTR_3,SD_2,CON_3,SD_1,REF_2,REF_3,SD_3,STY_3,STY_1,STY_2,LIB_3,LIB_1,LIB_2,DSA_1,DSA_2,PRG_1,NAT_1,PRG_2,PRG_3,DSA_3,NAT_2,NAT_3
39981,SD_2,REF_1,SD_1,SD_3,STY_1,STY_2,STY_3,REF_2,REF_3,CON_2,CON_1,CON_3,NAT_1,PRG_1,DSA_2,PRG_2,LIB_3,DSA_1,LIB_1,NAT_2,CTR_2,DSA_3,PRG_3,NAT_3,CTR_1,CTR_3,LIB_2
39982,LIB_2,LIB_1,SD_2,LIB_3,CTR_1,CTR_2,SD_1,SD_3,CTR_3,STY_1,STY_2,STY_3,PRG_1,PRG_2,REF_3,PRG_3,REF_1,REF_2,DSA_3,CON_1,DSA_1,CON_2,DSA_2,CON_3,NAT_2,NAT_1,NAT_3
39983,SD_1,SD_2,SD_3,LIB_2,LIB_1,LIB_3,DSA_3,STY_3,STY_1,STY_2,DSA_1,CTR_1,DSA_2,CTR_2,CTR_3,PRG_3,PRG_1,PRG_2,REF_1,REF_2,REF_3,CON_1,NAT_3,NAT_1,CON_2,CON_3,NAT_2
39984,DSA_1,DSA_2,DSA_3,SD_3,STY_3,SD_1,SD_2,STY_1,STY_2,LIB_1,LIB_2,LIB_3,PRG_2,REF_2,CTR_2,CTR_1,NAT_3,REF_1,CON_3,CON_1,CTR_3,REF_3,CON_2,NAT_1,NAT_2,PRG_1,PRG_3
39985,SD_1,STY_2,STY_1,SD_2,SD_3,STY_3,REF_3,REF_1,REF_2,DSA_1,DSA_2,DSA_3,NAT_2,CON_1,PRG_1,CON_2,LIB_2,CTR_3,NAT_1,CTR_1,CON_3,CTR_2,NAT_3,PRG_2,LIB_1,PRG_3,LIB_3
39986,PRG_1,PRG_2,PRG_3,LIB_2,SD_1,LIB_1,DSA_2,LIB_3,STY_2,SD_2,DSA_1,SD_3,DSA_3,CTR_3,STY_1,CTR_1,STY_3,CTR_2,REF_3,REF_1,REF_2,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3
39987,DSA_2,STY_3,SD_2,STY_1,SD_1,SD_3,DSA_1,STY_2,DSA_3,REF_2,REF_1,REF_3,LIB_2,LIB_1,LIB_3,CTR_3,CTR_1,CTR_2,NAT_1,PRG_2,PRG_1,NAT_2,CON_3,CON_1,PRG_3,CON_2,NAT_3
39988,CTR_2,SD_1,STY_1,CTR_1,SD_2,STY_2,CTR_3,REF_1,STY_3,REF_2,SD_3,REF_3,CON_1,CON_2,CON_3,LIB_3,LIB_1,LIB_2,NAT_1,DSA_2,NAT_2,PRG_3,PRG_1,PRG_2,NAT_3,DSA_1,DSA_3
39989,PRG_3,DSA_1,LIB_1,LIB_2,PRG_1,PRG_2,SD_3,DSA_2,DSA_3,LIB_3,SD_1,SD_2,STY_3,STY_1,STY_2,CTR_3,CTR_1,CTR_2,REF_1,REF_2,CON_1,REF_3,NAT_1,NAT_2,NAT_3,CON_2,CON_3
39990,CTR_3,CON_1,SD_2,CTR_1,CTR_2,CON_2,LIB_3,CON_3,STY_1,SD_1,SD_3,LIB_1,LIB_2,STY_2,STY_3,REF_2,REF_1,REF_3,DSA_1,PRG_1,DSA_2,NAT_2,PRG_2,NAT_1,NAT_3,PRG_3,DSA_3
39991,CTR_1,CTR_2,CON_3,CON_1,CON_2,CTR_3,STY_2,REF_1,STY_1,STY_3,REF_2,REF_3,SD_2,SD_1,SD_3,NAT_1,NAT_2,NAT_3,LIB_2,LIB_1,DSA_2,DSA_1,PRG_2,DSA_3,LIB_3,PRG_1,PRG_3
39992,CTR_2,CTR_1,CTR_3,CON_3,CON_1,CON_2,STY_2,REF_2,STY_1,STY_3,REF_1,SD_3,REF_3,SD_1,SD_2,NAT_3,NAT_1,NAT_2,LIB_3,DSA_2,DSA_1,PRG_2,PRG_1,LIB_1,DSA_3,LIB_2,PRG_3
39993,STY_2,STY_1,STY_3,SD_1,SD_2,SD_3,REF_3,CTR_2,CTR_1,CTR_3,REF_1,REF_2,DSA_3,PRG_1,DSA_1,CON_2,LIB_3,PRG_2,PRG_3,LIB_1,NAT_1,NAT_2,CON_1,LIB_2,CON_3,NAT_3,DSA_2
39994,REF_1,CTR_1,REF_2,STY_2,CTR_2,CTR_3,STY_1,CON_3,REF_3,STY_3,SD_2,SD_1,CON_1,SD_3,CON_2,PRG_1,DSA_3,NAT_2,PRG_2,LIB_2,NAT_1,PRG_3,LIB_1,LIB_3,DSA_1,NAT_3,DSA_2
39995,SD_2,LIB_3,SD_1,LIB_1,LIB_2,CTR_1,CTR_2,SD_3,REF_3,CTR_3,CON_2,STY_2,REF_1,CON_1,STY_1,CON_3,STY_3,REF_2,NAT_3,PRG_1,PRG_2,PRG_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2
39996,NAT_3,NAT_1,NAT_2,REF_2,REF_1,REF_3,CON_2,CON_1,CON_3,STY_3,STY_1,STY_2,LIB_1,SD_3,PRG_1,LIB_2,PRG_2,DSA_1,CTR_3,SD_1,SD_2,DSA_2,PRG_3,DSA_3,CTR_1,CTR_2,LIB_3
39997,SD_3,SD_1,SD_2,STY_3,STY_1,STY_2,DSA_1,DSA_2,DSA_3,REF_1,REF_2,REF_3,CON_2,CTR_1,CON_1,LIB_3,PRG_3,NAT_1,PRG_1,PRG_2,NAT_2,NAT_3,CON_3,LIB_1,CTR_2,LIB_2,CTR_3
39998,LIB_1,DSA_2,LIB_2,SD_1,PRG_1,DSA_1,LIB_3,PRG_2,PRG_3,SD_2,DSA_3,SD_3,STY_2,STY_1,STY_3,CTR_2,CTR_1,CTR_3,REF_3,REF_1,REF_2,CON_1,CON_2,NAT_1,NAT_2,NAT_3,CON_3
39999,CTR_2,LIB_3,CTR_1,STY_2,LIB_1,SD_3,CTR_3,LIB_2,SD_1,SD_2,STY_1,STY_3,CON_1,CON_2,CON_3,REF_1,REF_2,REF_3,NAT_1,DSA_3,DSA_1,PRG_3,PRG_1,NAT_2,PRG_2,DSA_2,NAT_3
40000,SD_3,SD_1,SD_2,LIB_2,STY_1,STY_2,LIB_1,STY_3,CTR_1,LIB_3,CTR_2,CTR_3,REF_3,REF_1,REF_2,DSA_3,PRG_3,NAT_1,DSA_1,DSA_2,CON_2,PRG_1,NAT_2,CON_1,PRG_2,NAT_3,CON_3
40001,SD_1,SD_2,STY_3,STY_1,SD_3,STY_2,REF_3,REF_1,REF_2,DSA_2,DSA_1,DSA_3,CON_1,CTR_3,PRG_3,CTR_1,CTR_2,PRG_1,PRG_2,NAT_2,LIB_2,CON_2,LIB_1,CON_3,LIB_3,NAT_1,NAT_3
40002,PRG_2,PRG_1,PRG_3,LIB_3,DSA_1,DSA_2,LIB_1,LIB_2,SD_1,SD_2,DSA_3,SD_3,STY_2,STY_1,CTR_1,STY_3,CTR_2,CTR_3,REF_2,REF_1,NAT_2,CON_2,REF_3,NAT_1,CON_1,NAT_3,CON_3
40003,SD_2,CTR_1,LIB_3,SD_1,LIB_1,LIB_2,CON_3,CTR_2,SD_3,CON_1,STY_1,CON_2,CTR_3,STY_2,STY_3,REF_3,REF_1,REF_2,NAT_2,PRG_2,DSA_2,PRG_1,NAT_1,DSA_1,DSA_3,NAT_3,PRG_3
40004,CON_1,NAT_2,CTR_2,NAT_1,CON_2,CTR_1,CON_3,CTR_3,REF_1,NAT_3,REF_2,REF_3,STY_1,STY_2,STY_3,SD_2,SD_1,SD_3,DSA_3,LIB_3,LIB_1,PRG_2,PRG_1,LIB_2,DSA_1,DSA_2,PRG_3
40005,CON_1,REF_1,STY_2,CON_2,REF_2,REF_3,CON_3,STY_1,STY_3,SD_1,SD_2,SD_3,DSA_3,NAT_3,CTR_3,PRG_2,PRG_1,DSA_1,CTR_1,LIB_3,CTR_2,NAT_1,LIB_1,NAT_2,PRG_3,LIB_2,DSA_2
40006,PRG_2,PRG_1,PRG_3,DSA_1,DSA_2,DSA_3,LIB_1,SD_2,LIB_2,SD_1,LIB_3,SD_3,STY_2,STY_1,STY_3,CTR_3,CTR_1,CTR_2,NAT_3,CON_1,REF_1,REF_2,CON_2,NAT_1,CON_3,REF_3,NAT_2
40007,CON_3,CON_1,REF_1,CON_2,REF_2,STY_1,REF_3,STY_2,CTR_2,CTR_1,STY_3,CTR_3,SD_3,SD_1,SD_2,NAT_2,NAT_1,NAT_3,LIB_2,DSA_2,PRG_2,PRG_1,DSA_1,LIB_1,DSA_3,LIB_3,PRG_3
40008,CON_1,CON_2,CON_3,CTR_1,CTR_2,STY_2,STY_1,STY_3,CTR_3,REF_1,REF_2,REF_3,SD_1,SD_2,SD_3,LIB_3,LIB_1,DSA_1,LIB_2,DSA_2,NAT_2,NAT_1,DSA_3,NAT_3,PRG_3,PRG_1,PRG_2
40009,PRG_1,PRG_2,PRG_3,LIB_3,LIB_1,DSA_2,DSA_1,SD_1,LIB_2,SD_2,SD_3,DSA_3,STY_2,CTR_3,STY_1,CTR_1,STY_3,CTR_2,REF_1,NAT_1,NAT_2,CON_1,CON_2,REF_2,REF_3,CON_3,NAT_3
40010,CON_2,CTR_3,CON_1,CTR_1,CTR_2,STY_2,CON_3,REF_1,REF_2,STY_1,REF_3,STY_3,SD_2,SD_1,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,PRG_3,DSA_3,PRG_1,LIB_2,PRG_2,DSA_1,DSA_2,LIB_3
40011,CON_2,CON_1,CON_3,REF_1,REF_2,REF_3,STY_1,STY_2,NAT_2,STY_3,CTR_2,CTR_1,NAT_1,CTR_3,NAT_3,SD_1,SD_2,SD_3,DSA_2,PRG_1,LIB_2,DSA_1,PRG_2,PRG_3,LIB_1,DSA_3,LIB_3
40012,PRG_1,PRG_2,PRG_3,LIB_3,LIB_1,LIB_2,DSA_2,SD_1,DSA_1,SD_2,DSA_3,SD_3,STY_1,STY_2,STY_3,CTR_2,CTR_1,CTR_3,REF_2,REF_1,CON_3,NAT_2,CON_1,REF_3,NAT_1,CON_2,NAT_3
40013,CON_1,REF_2,CON_2,CON_3,STY_3,REF_1,STY_1,STY_2,REF_3,SD_2,SD_1,SD_3,CTR_1,CTR_2,CTR_3,NAT_1,NAT_2,NAT_3,LIB_1,DSA_2,PRG_3,LIB_2,PRG_1,DSA_1,PRG_2,DSA_3,LIB_3
40014,STY_2,SD_1,SD_2,STY_1,SD_3,REF_2,REF_1,STY_3,REF_3,CTR_1,LIB_1,LIB_2,CON_2,LIB_3,CTR_2,CON_1,DSA_2,CON_3,DSA_1,CTR_3,DSA_3,PRG_2,NAT_3,NAT_1,PRG_1,PRG_3,NAT_2
40015,CTR_2,CON_2,CON_1,CON_3,CTR_1,NAT_2,CTR_3,NAT_1,NAT_3,STY_3,REF_1,REF_2,REF_3,STY_1,STY_2,SD_1,SD_2,SD_3,PRG_1,PRG_2,DSA_3,DSA_1,LIB_1,PRG_3,LIB_2,LIB_3,DSA_2
40016,CTR_2,CTR_1,CON_1,CTR_3,CON_2,CON_3,STY_1,REF_1,SD_2,REF_2,SD_1,SD_3,REF_3,STY_2,STY_3,NAT_3,NAT_1,NAT_2,LIB_2,DSA_1,LIB_1,LIB_3,PRG_2,DSA_2,PRG_1,DSA_3,PRG_3
40017,LIB_1,STY_1,LIB_2,LIB_3,SD_2,SD_1,CTR_2,STY_2,CTR_1,SD_3,CTR_3,STY_3,REF_2,REF_1,REF_3,CON_3,CON_1,CON_2,DSA_1,DSA_2,PRG_2,NAT_3,PRG_1,PRG_3,NAT_1,NAT_2,DSA_3
40018,SD_2,STY_2,SD_1,STY_1,SD_3,STY_3,REF_1,REF_2,CTR_1,REF_3,CTR_2,CTR_3,LIB_2,LIB_1,LIB_3,CON_2,DSA_1,CON_1,DSA_2,PRG_2,DSA_3,CON_3,PRG_1,NAT_1,NAT_2,PRG_3,NAT_3
40019,LIB_1,LIB_2,LIB_3,PRG_1,SD_2,SD_1,CTR_1,DSA_1,SD_3,DSA_2,CTR_2,DSA_3,PRG_2,PRG_3,CTR_3,STY_3,STY_1,STY_2,REF_1,REF_2,REF_3,CON_3,CON_1,CON_2,NAT_1,NAT_2,NAT_3
40020,LIB_3,SD_2,LIB_1,CTR_3,LIB_2,CTR_1,SD_1,SD_3,CON_3,CTR_2,CON_1,STY_1,CON_2,STY_2,REF_2,STY_3,REF_1,REF_3,DSA_1,DSA_2,PRG_2,PRG_1,PRG_3,NAT_1,NAT_2,DSA_3,NAT_3
40021,DSA_1,LIB_1,PRG_2,PRG_1,SD_2,PRG_3,SD_1,LIB_2,LIB_3,SD_3,DSA_2,DSA_3,STY_2,CTR_2,STY_1,STY_3,CTR_1,CTR_3,REF_3,REF_1,REF_2,NAT_2,CON_3,CON_1,NAT_1,NAT_3,CON_2
40022,SD_2,SD_1,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,DSA_1,DSA_2,DSA_3,CTR_2,CTR_1,CTR_3,PRG_2,PRG_1,PRG_3,REF_2,REF_1,REF_3,NAT_2,CON_3,CON_1,NAT_1,NAT_3,CON_2
40023,DSA_3,PRG_1,PRG_2,DSA_1,PRG_3,LIB_2,SD_3,DSA_2,SD_1,LIB_1,SD_2,LIB_3,STY_1,STY_2,STY_3,CTR_2,CTR_1,CTR_3,REF_2,REF_1,CON_3,REF_3,CON_1,NAT_3,NAT_1,NAT_2,CON_2
40024,REF_1,REF_2,REF_3,CON_2,STY_2,CON_1,STY_1,CON_3,STY_3,NAT_1,NAT_2,NAT_3,SD_3,SD_1,SD_2,PRG_1,DSA_2,CTR_3,CTR_1,DSA_1,LIB_3,PRG_2,PRG_3,LIB_1,CTR_2,DSA_3,LIB_2
40025,CON_1,SD_1,CON_2,SD_2,SD_3,STY_3,CON_3,STY_1,STY_2,REF_3,REF_1,REF_2,LIB_1,LIB_2,LIB_3,CTR_3,CTR_1,CTR_2,PRG_1,DSA_2,NAT_2,NAT_1,PRG_2,DSA_1,DSA_3,PRG_3,NAT_3
