,caseid,countyfips,cd119
16971,1880444156.0,54003,2
16972,1880412260.0,12097,9
16973,1880433192.0,26093,7
16974,1880426634.0,39113,10
16975,1880411876.0,27123,4
16976,1880407318.0,17199,12
16977,1880403510.0,55035,3
16978,1880425744.0,13089,4
16979,1880429232.0,45027,6
16980,1880442948.0,48113,30
16981,1880443600.0,09009,3
16982,1880410890.0,55079,5
16983,1880543036.0,12111,21
16984,1880412676.0,42071,11
16985,1880443860.0,53053,10
16986,1880406956.0,47065,3
16987,1880412364.0,18143,9
16988,1880411816.0,25021,8
16989,1881793198.0,47147,7
16990,1880443018.0,35001,1
16991,1881764360.0,27053,3
16992,1880412162.0,08059,7
16993,1880402514.0,25009,6
16994,1880444134.0,54025,1
16995,1881764184.0,45051,7
16996,1880408746.0,10005,1
16997,1880433792.0,26081,3
16998,1880444106.0,39155,14
16999,1880411640.0,40143,1
17000,1880442972.0,37151,9
17001,1880405532.0,12105,18
17002,1880425942.0,29081,6
17003,1880410718.0,17119,15
17004,1880443266.0,12099,20
17005,1880444102.0,29189,2
17006,1881740180.0,26081,3
17007,1880407262.0,36053,22
17008,1880408420.0,35001,1
17009,1880409182.0,21073,1
17010,1880408920.0,47017,8
17011,1880443794.0,47089,1
17012,1880426620.0,36061,12
17013,1880410046.0,42091,4
17014,1880444006.0,55029,8
17015,1881810514.0,12086,27
17016,1880400598.0,26093,7
17017,1880409650.0,33017,1
17018,1880443596.0,12057,16
17019,1880402674.0,48265,21
17020,1880443976.0,34003,5
17021,1880434508.0,45063,2
17022,1880443758.0,42071,11
17023,1880406742.0,51670,4
17024,1881818558.0,42003,12
17025,1880443784.0,42125,14
17026,1880427738.0,49011,2
17027,1880400962.0,42125,14
17028,1880411114.0,27053,5
17029,1880413124.0,48121,32
17030,1880428662.0,26139,3
17031,1880402472.0,31141,1
17032,1880428180.0,34039,10
17033,1880407790.0,51810,2
17034,1880776550.0,44007,1
17035,1881655374.0,42071,11
17036,1880402638.0,06067,6
17037,1880443534.0,12127,7
17038,1880409832.0,12073,2
17039,1880433296.0,31055,2
17040,1880442966.0,09005,5
17041,1880430006.0,37183,2
17042,1880411296.0,24027,3
17043,1880429046.0,12087,28
17044,1880411198.0,10001,1
17045,1880443542.0,25009,6
17046,1881812370.0,12053,12
17047,1880435978.0,42003,12
17048,1880444196.0,12101,12
17049,1881819182.0,25017,6
17050,1880413240.0,29189,2
17051,1881875194.0,51059,11
17052,1880407560.0,48303,19
17053,1880412138.0,33011,2
17054,1881267934.0,17197,1
17055,1881817888.0,12011,25
17056,1880433248.0,05071,4
17057,1880404918.0,21111,3
17058,1880435992.0,42061,13
17059,1880401634.0,55027,6
17060,1880443150.0,21117,4
17061,1880443252.0,12117,7
17062,1880407908.0,48113,30
17063,1878644320.0,10005,1
17064,1880443590.0,42091,1
17065,1880443494.0,34015,1
17066,1880411136.0,37119,12
17067,1880411046.0,21037,4
17068,1880443154.0,44007,1
17069,1880403738.0,53075,5
17070,1880408492.0,12011,20
17071,1880426962.0,26125,11
17072,1880428108.0,39035,11
17073,1880058382.0,48061,34
17074,1880412422.0,29019,4
17075,1880406776.0,42071,11
17076,1880427640.0,25017,5
17077,1880406420.0,48167,4
17078,1880426020.0,48439,12
17079,1880443716.0,31185,3
17080,1881820676.0,36013,23
17081,1880428668.0,36027,18
17082,1880411588.0,36027,18
17083,1880435558.0,36119,16
17084,1880891556.0,49013,3
17085,1880413258.0,37183,2
17086,1880409136.0,27095,8
17087,1880443838.0,51059,11
17088,1880443672.0,12099,21
17089,1881872514.0,17031,2
17090,1880407036.0,47063,1
17091,1880406076.0,36067,22
17092,1880444114.0,27137,8
17093,1880444274.0,24001,6
17094,1880403446.0,42101,5
17095,1880411888.0,48231,3
17096,1880407610.0,09003,1
17097,1880407084.0,26081,3
17098,1881877234.0,18035,5
17099,1881875238.0,08089,3
17100,1880434174.0,06017,5
17101,1880412560.0,36021,19
17102,1880443338.0,39093,5
17103,1881544728.0,55025,2
17104,1880409682.0,48251,6
17105,1880433984.0,42083,15
17106,1880426310.0,17199,12
17107,1881586402.0,12103,13
17108,1880408516.0,12071,19
17109,1880429506.0,36059,3
17110,1880408642.0,12021,26
17111,1880443418.0,31109,1
17112,1881953736.0,04013,3
17113,1881931376.0,48209,35
17114,1880404134.0,29189,1
17115,1880401466.0,42133,11
17116,1880405006.0,34003,9
17117,1880427744.0,18161,6
17118,1880434350.0,19119,4
17119,1880443584.0,55031,7
17120,1880436398.0,34039,7
17121,1881946260.0,05131,3
17122,1880443654.0,34029,4
17123,1880444286.0,12109,6
17124,1870934200.0,47187,5
17125,1880443198.0,55025,2
17126,1880412626.0,45011,2
17127,1880401394.0,04019,6
17128,1880410760.0,12111,21
17129,1881868988.0,42045,5
17130,1880402718.0,18085,2
17131,1880411202.0,37109,14
17132,1880428824.0,48201,29
17133,1880427926.0,55071,6
17134,1880412782.0,37097,10
17135,1880433764.0,39153,13
17136,1880401950.0,36107,23
17137,1880401884.0,36061,12
17138,1880401244.0,36007,19
17139,1881873260.0,28099,3
17140,1881628548.0,29151,3
17141,1880403096.0,37183,13
17142,1880443918.0,25011,2
17143,1880444368.0,12101,15
17144,1880443140.0,24031,8
17145,1880444138.0,25027,2
17146,1880444388.0,12001,3
17147,1880401776.0,27037,2
17148,1880444372.0,12085,21
17149,1880403654.0,34003,5
17150,1880413076.0,12115,17
17151,1880443218.0,13067,11
17152,1880428192.0,33011,1
17153,1880412424.0,12033,1
17154,1880404314.0,32003,1
17155,1881931316.0,08031,1
17156,1880409468.0,04013,4
17157,1880405610.0,27095,8
17158,1880426978.0,12127,6
17159,1880016256.0,33001,1
17160,1878647066.0,36029,26
17161,1880413092.0,29225,4
17162,1880427622.0,05007,3
17163,1880444280.0,11001,1
17164,1880404150.0,17031,8
17165,1880400462.0,53063,5
17166,1880411956.0,25027,2
17167,1880436274.0,29189,2
17168,1880405706.0,45019,6
17169,1880443206.0,48201,8
17170,1880436740.0,12105,18
17171,1880427830.0,21111,3
17172,1882032192.0,17031,2
17173,1880407594.0,04013,1
17174,1880434462.0,36103,2
17175,1881377414.0,53027,6
17176,1880444338.0,12055,18
17177,1880402594.0,37087,11
17178,1880410656.0,13133,10
17179,1878881038.0,39099,6
17180,1880405174.0,18057,5
17181,1870931130.0,21199,5
17182,1880401794.0,12073,2
17183,1880401542.0,12127,7
17184,1880411288.0,36051,24
17185,1880719456.0,34007,1
17186,1880443254.0,29077,7
17187,1880428768.0,01095,4
17188,1880443076.0,34001,2
17189,1880404976.0,19019,2
17190,1880408176.0,17031,5
17191,1880413058.0,25013,1
17192,1880443924.0,34037,5
17193,1880437114.0,09015,2
17194,1880436124.0,06073,48
17195,1880434192.0,17107,15
17196,1882038854.0,22051,2
17197,1880401486.0,17043,11
17198,1880433336.0,42077,7
17199,1880443848.0,36019,21
17200,1880411854.0,12001,3
17201,1880443488.0,51021,9
17202,1880426074.0,51011,5
17203,1880401270.0,12115,17
17204,1880403998.0,36081,14
17205,1880402832.0,36089,21
17206,1880434394.0,37001,9
17207,1880407524.0,37023,14
17208,1880401882.0,53061,1
17209,1880407754.0,28073,4
17210,1882065756.0,42003,17
17211,1880443718.0,01117,6
17212,1880413644.0,36013,23
17213,1880400604.0,12109,5
17214,1880436970.0,21179,2
17215,1880413068.0,48099,31
17216,1880407984.0,37067,6
17217,1882083110.0,48439,12
17218,1880401102.0,44007,1
17219,1880412940.0,51041,4
17220,1880400798.0,37067,6
17221,1880426458.0,12101,12
17222,1880433518.0,48015,10
17223,1880443468.0,39049,3
17224,1880436954.0,36119,16
17225,1880402022.0,05143,3
17226,1882079424.0,48085,3
17227,1880434702.0,37063,4
17228,1880435646.0,42003,12
17229,1882086334.0,12075,3
17230,1880433340.0,47035,6
17231,1880400846.0,18089,1
17232,1880411328.0,41051,1
17233,1880402196.0,13279,12
17234,1880411428.0,39151,13
17235,1880433200.0,13153,8
17236,1882123492.0,47157,9
17237,1880410398.0,26005,4
17238,1880402120.0,42071,11
17239,1880443384.0,44009,2
17240,1880436212.0,36037,24
17241,1880426328.0,12115,17
17242,1880404890.0,08005,6
17243,1880443052.0,36109,19
17244,1870931730.0,19179,3
17245,1880435294.0,27037,2
17246,1878440096.0,13301,12
17247,1880444210.0,12015,17
17248,1880444206.0,36061,13
17249,1880443380.0,21163,2
17250,1880434884.0,12021,26
17251,1880406470.0,18019,9
17252,1880410686.0,05035,1
17253,1882138180.0,41039,4
17254,1882137444.0,12017,12
17255,1882137946.0,22017,4
17256,1880443628.0,55059,1
17257,1880443438.0,22105,1
17258,1880436176.0,12071,19
17259,1880411958.0,37081,5
17260,1880436926.0,20091,3
17261,1880443222.0,06077,9
17262,1880443528.0,37057,6
17263,1880443268.0,37183,4
17264,1882122982.0,42049,16
17265,1880443284.0,35049,3
17266,1880433040.0,13121,7
17267,1880444226.0,26049,8
17268,1880443274.0,51087,1
17269,1880410828.0,32003,4
17270,1880407566.0,47165,6
17271,1878646976.0,48215,15
17272,1880409066.0,19015,4
17273,1880412044.0,49053,2
17274,1880401048.0,06059,49
17275,1880408486.0,42003,12
17276,1880427528.0,12071,19
17277,1880442990.0,33017,1
17278,1880413440.0,26069,1
17279,1880429896.0,37071,14
17280,1880404762.0,48027,31
17281,1880409218.0,37049,3
17282,1880442882.0,53061,1
17283,1880437062.0,54069,2
17284,1880436782.0,06037,34
17285,1880405892.0,26099,10
17286,1882105512.0,36047,8
17287,1880435916.0,06033,4
17288,1880410412.0,36059,3
17289,1880436260.0,20045,1
17290,1880401370.0,32003,3
17291,1880402612.0,48085,3
17292,1880399584.0,42079,8
17293,1881873284.0,32003,1
17294,1881931396.0,54069,2
17295,1880406998.0,54061,2
17296,1880410554.0,16001,2
17297,1880409360.0,55025,2
17298,1880444200.0,19169,4
17299,1880429980.0,42091,1
17300,1880407644.0,39017,8
17301,1880408986.0,34039,10
17302,1880410748.0,13135,13
17303,1880444090.0,30081,1
17304,1880411348.0,36061,10
17305,1880412004.0,51199,1
17306,1872862088.0,22071,2
17307,1880425802.0,06073,49
17308,1878878462.0,26137,1
17309,1880412510.0,36001,20
17310,1880413352.0,53053,6
17311,1882137426.0,34005,3
17312,1880443744.0,47187,5
17313,1880399836.0,34029,4
17314,1882182366.0,26139,4
17315,1880444230.0,12127,6
17316,1880443810.0,46083,1
17317,1880442962.0,39085,14
17318,1880408844.0,17089,8
17319,1880436250.0,36089,21
17320,1880433668.0,01097,1
17321,1880405732.0,30041,2
17322,1882201218.0,13121,6
17323,1880429366.0,36029,26
17324,1880411946.0,06085,16
17325,1880404496.0,12086,27
17326,1882175112.0,48201,36
17327,1882202854.0,25017,5
17328,1880429710.0,12109,5
17329,1880444182.0,12103,13
17330,1880426876.0,34039,7
17331,1880434430.0,42077,7
17332,1880428926.0,25017,3
17333,1880411054.0,21029,2
17334,1880410928.0,04017,2
17335,1882196762.0,13135,13
17336,1880413752.0,45019,1
17337,1880429268.0,47177,4
17338,1880413508.0,48097,26
17339,1880407888.0,01073,7
17340,1878645218.0,55101,1
17341,1880413562.0,13115,14
17342,1880443298.0,48217,6
17343,1880411012.0,19187,4
17344,1882186602.0,40143,1
17345,1880411618.0,47045,8
17346,1880444092.0,45003,2
17347,1882267996.0,06059,46
17348,1882259324.0,40143,1
17349,1880412726.0,36103,1
17350,1882251796.0,01015,3
17351,1880443350.0,06001,12
17352,1870932626.0,26053,1
17353,1882284058.0,31055,2
17354,1880405962.0,25001,9
17355,1881899498.0,17031,7
17356,1880401620.0,06075,11
17357,1880411624.0,47103,4
17358,1880443072.0,24027,3
17359,1880411860.0,28095,1
17360,1882264876.0,22095,2
17361,1878879298.0,55131,5
17362,1882309466.0,54087,1
17363,1881485902.0,51067,9
17364,1882257048.0,13085,7
17365,1882271332.0,48021,10
17366,1880435202.0,39095,9
17367,1882037374.0,51700,3
17368,1881285646.0,54037,2
17369,1880434422.0,42133,11
17370,1882103966.0,36091,21
17371,1880409684.0,51149,4
17372,1882272854.0,48113,33
17373,1880832586.0,48201,29
17374,1880443128.0,53061,2
17375,1880577560.0,48369,19
17376,1880429146.0,01121,3
17377,1882256854.0,08041,5
17378,1880412786.0,39035,11
17379,1880443458.0,17031,9
17380,1882149030.0,42011,4
17381,1882327416.0,45003,2
17382,1880444244.0,21059,2
17383,1880436534.0,29097,7
17384,1880412068.0,18091,2
17385,1882350098.0,47157,9
17386,1880435754.0,42017,1
17387,1881526670.0,47065,3
17388,1882311476.0,34011,2
17389,1880409230.0,17031,1
17390,1882328778.0,36061,12
17391,1880444040.0,39089,12
17392,1880433980.0,12127,6
17393,1880442974.0,21239,6
17394,1880444108.0,13045,3
17395,1882148320.0,26065,7
17396,1880429918.0,06077,9
17397,1880443038.0,26093,7
17398,1878456122.0,47047,8
17399,1882331452.0,36103,2
17400,1878645904.0,36085,11
17401,1882147848.0,25001,9
17402,1882296932.0,30111,2
17403,1881896914.0,04025,2
17404,1880443294.0,26021,5
17405,1882144124.0,42101,2
17406,1880433902.0,12117,7
17407,1881991352.0,12105,9
17408,1880434778.0,54077,2
17409,1880433436.0,36113,21
17410,1882295782.0,19047,4
17411,1880410990.0,48499,5
17412,1880434690.0,12069,11
17413,1882332670.0,40013,2
17414,1880408178.0,06007,1
17415,1882346316.0,18163,8
17416,1880408314.0,22045,3
17417,1880443220.0,51043,6
17418,1880427828.0,46099,1
17419,1882341506.0,39153,13
17420,1880405658.0,26033,1
17421,1880400646.0,06085,16
17422,1880428916.0,45083,4
17423,1880443240.0,13121,7
17424,1880402954.0,08059,6
17425,1880443558.0,26081,3
17426,1881655502.0,15003,1
17427,1882104840.0,48213,5
17428,1880412582.0,48027,11
17429,1880444236.0,36089,21
17430,1882396736.0,24005,2
17431,1882448142.0,49035,4
17432,1880402438.0,18097,7
17433,1880413514.0,47163,1
17434,1878879494.0,20173,4
17435,1882388434.0,45075,2
17436,1881387000.0,04027,9
17437,1881444636.0,08069,2
17438,1870934230.0,42013,13
17439,1881079870.0,08041,5
17440,1882102638.0,55079,4
17441,1882435032.0,36047,8
17442,1880427474.0,19163,1
17443,1880428294.0,25017,3
17444,1880409744.0,06037,31
17445,1880404872.0,48491,31
17446,1878880788.0,21107,1
17447,1870930796.0,18141,2
17448,1880411858.0,06041,2
17449,1878881136.0,54107,2
17450,1878879514.0,53011,3
17451,1882293994.0,36061,10
17452,1880427060.0,06073,51
17453,1878881508.0,49011,2
17454,1882406890.0,01033,4
17455,1880443832.0,19099,1
17456,1882357274.0,13215,2
17457,1882477644.0,25017,5
17458,1878879778.0,33017,1
17459,1880427570.0,12009,8
17460,1880412882.0,53077,4
17461,1878455976.0,26161,6
17462,1880407118.0,29029,4
17463,1882006168.0,12086,26
17464,1880408046.0,12099,21
17465,1870928594.0,36013,23
17466,1878880824.0,29047,5
17467,1880427650.0,25027,2
17468,1870933764.0,28073,4
17469,1870930952.0,24027,3
17470,1880413332.0,45045,3
17471,1880436962.0,06073,50
17472,1880404164.0,10003,1
17473,1882150846.0,13117,7
17474,1878455570.0,12115,17
17475,1882266158.0,01031,1
17476,1880426068.0,46103,1
17477,1878458282.0,06019,21
17478,1878645872.0,36115,21
17479,1882467860.0,13059,10
17480,1878643578.0,17097,9
17481,1873026006.0,17031,5
17482,1882480046.0,48203,1
17483,1881612422.0,06037,36
17484,1880443386.0,31055,2
17485,1882150706.0,17099,16
17486,1878880878.0,17043,6
17487,1880443946.0,01089,5
17488,1878881208.0,09001,4
17489,1882480126.0,37045,14
17490,1880443232.0,21117,4
17491,1882297396.0,41071,6
17492,1881251720.0,24033,4
17493,1872863420.0,48029,35
17494,1882037822.0,06037,43
17495,1882104338.0,06023,2
17496,1880407738.0,27053,5
17497,1882457284.0,27109,1
17498,1880413482.0,06071,23
17499,1882234480.0,34007,1
17500,1870928654.0,11001,1
17501,1870931340.0,35001,1
17502,1881405314.0,42049,16
17503,1880429610.0,48453,37
17504,1880405290.0,06065,25
17505,1880404244.0,12081,16
17506,1878879932.0,39089,12
17507,1880404338.0,19153,3
17508,1880443210.0,48039,22
17509,1880402540.0,42045,5
17510,1880411890.0,18053,3
17511,1873026476.0,45031,7
17512,1881544790.0,37183,2
17513,1881632928.0,55059,1
17514,1882314572.0,20091,3
17515,1878879044.0,37025,8
17516,1878881258.0,21015,4
17517,1882413984.0,40109,5
17518,1880402618.0,16083,2
17519,1878880430.0,06115,1
17520,1880413414.0,06071,40
17521,1878458576.0,04013,1
17522,1878878460.0,48041,17
17523,1878440310.0,15003,1
17524,1870930454.0,45051,7
17525,1880413338.0,39127,12
17526,1878881914.0,27041,7
17527,1882416144.0,48029,28
17528,1880412600.0,12103,13
17529,1880444084.0,18089,1
17530,1880409924.0,26163,12
17531,1882488190.0,26081,3
17532,1878880992.0,26065,7
17533,1870930724.0,48085,4
17534,1870933452.0,36103,2
17535,1881485948.0,19111,1
17536,1880433864.0,35001,1
17537,1880425872.0,19155,4
17538,1872863124.0,45035,1
17539,1878645592.0,12029,3
17540,1880428936.0,47145,3
17541,1880433042.0,55133,5
17542,1880429262.0,47065,3
17543,1882490254.0,39099,6
17544,1878643502.0,01073,7
17545,1870930820.0,51650,3
17546,1882510752.0,01097,2
17547,1880403616.0,26161,6
17548,1880435086.0,42125,14
17549,1880411582.0,49035,4
17550,1880406064.0,12121,3
17551,1880443750.0,48201,2
17552,1880404460.0,13305,1
17553,1880404788.0,45001,3
17554,1880410542.0,21227,2
17555,1880411268.0,49049,3
17556,1882103872.0,27075,8
17557,1882415472.0,48491,37
17558,1878458122.0,41019,4
17559,1882515140.0,17031,1
17560,1882413494.0,42101,2
17561,1880443366.0,06071,40
17562,1882393166.0,42003,17
17563,1882525216.0,53033,7
17564,1882413386.0,12071,19
17565,1880406628.0,39049,15
17566,1872860688.0,38035,1
17567,1882105162.0,04013,8
17568,1882515534.0,12097,9
17569,1880437032.0,41067,1
17570,1881563008.0,51061,10
17571,1882484902.0,12031,4
17572,1880435536.0,55025,2
17573,1872861434.0,35013,2
17574,1880412134.0,26161,6
17575,1880434760.0,01095,4
17576,1882102294.0,25027,3
17577,1880435840.0,08035,4
17578,1880444062.0,39173,5
17579,1881680292.0,06037,44
17580,1880409310.0,40135,2
17581,1880400100.0,32003,1
17582,1878880854.0,42107,9
17583,1880428686.0,31061,3
17584,1880434524.0,35001,1
17585,1878878890.0,27053,5
17586,1880413806.0,42091,4
17587,1882537082.0,13089,4
17588,1880413566.0,12103,13
17589,1880403110.0,44007,1
17590,1880405668.0,36113,21
17591,1878881542.0,42129,14
17592,1880413238.0,09007,3
17593,1872862602.0,12103,13
17594,1878458960.0,48453,35
17595,1882550982.0,27163,4
17596,1882417852.0,04013,3
17597,1878878186.0,31153,1
17598,1881586562.0,53033,10
17599,1882536756.0,21211,4
17600,1881742058.0,34003,5
17601,1878879828.0,25005,8
17602,1870933462.0,32003,4
17603,1880443588.0,51047,7
17604,1880403854.0,18085,2
17605,1882522814.0,37019,7
17606,1880433182.0,53033,1
17607,1880427790.0,32023,4
17608,1880426364.0,56029,1
17609,1880400620.0,16001,2
17610,1880435896.0,32003,1
17611,1882542924.0,12079,2
17612,1880406502.0,29165,6
17613,1880443986.0,41045,2
17614,1882416482.0,49035,2
17615,1878646722.0,17197,11
17616,1880403146.0,37113,11
17617,1878457194.0,17097,10
17618,1882537094.0,13297,10
17619,1882103712.0,06039,13
17620,1878458906.0,53033,8
17621,1878647462.0,39057,10
17622,1881679780.0,39035,11
17623,1880407832.0,13051,1
17624,1880412828.0,36059,3
17625,1882484654.0,09013,2
17626,1882103812.0,42045,5
17627,1880443646.0,55079,4
17628,1882149276.0,08069,2
17629,1880402820.0,47019,1
17630,1878440156.0,29186,8
17631,1878881756.0,24033,4
17632,1880443112.0,51153,10
17633,1882561294.0,53061,2
17634,1880434682.0,17031,4
17635,1870931702.0,17031,8
17636,1878881154.0,47189,5
17637,1878455648.0,25015,1
17638,1872861974.0,27139,2
17639,1878647972.0,17031,2
17640,1882149366.0,02170,1
17641,1880405638.0,41051,3
17642,1880410372.0,36029,26
17643,1880400906.0,25021,8
17644,1878644496.0,06037,27
17645,1880400900.0,04019,6
17646,1880427900.0,25001,9
17647,1882419626.0,01101,2
17648,1881684574.0,53055,2
17649,1882540944.0,47113,8
17650,1880429554.0,13219,10
17651,1882104722.0,34021,12
17652,1880405936.0,29095,5
17653,1882562164.0,36061,12
17654,1880428802.0,12075,3
17655,1878643928.0,25017,6
17656,1878455840.0,04005,2
17657,1880443456.0,06111,26
17658,1870930664.0,21005,1
17659,1882149924.0,47149,4
17660,1878643674.0,33011,1
17661,1881377304.0,34019,7
17662,1870933208.0,17031,8
17663,1878880820.0,04019,7
17664,1878457072.0,55025,2
17665,1880433780.0,51810,2
17666,1881580066.0,25027,4
17667,1882413370.0,48201,8
17668,1882416570.0,26099,10
17669,1878644290.0,22033,5
17670,1880443610.0,45015,1
17671,1882594110.0,32003,1
17672,1878457510.0,34029,4
17673,1882592382.0,36099,24
17674,1878643748.0,47037,6
17675,1882420968.0,09009,3
17676,1880413720.0,24031,8
17677,1880409672.0,48339,2
17678,1880443370.0,36119,17
17679,1880428398.0,19071,4
17680,1880436134.0,48491,31
17681,1880399946.0,34033,2
17682,1882264972.0,39035,7
17683,1880403538.0,06095,8
17684,1880433362.0,12127,7
17685,1880400240.0,17019,13
17686,1880434652.0,18177,6
17687,1878878066.0,04013,5
17688,1873025012.0,34027,11
17689,1880403878.0,12086,28
17690,1872863202.0,53007,8
17691,1882148490.0,53067,10
17692,1880427980.0,47139,3
17693,1872862946.0,34041,7
17694,1882592080.0,13013,10
17695,1882249688.0,08001,8
17696,1880429134.0,12095,9
17697,1880429630.0,53033,9
17698,1882419102.0,12095,10
17699,1882598626.0,18019,9
17700,1870930048.0,48141,16
17701,1882106086.0,27123,4
17702,1880434010.0,41047,6
17703,1880412186.0,32003,3
17704,1880443502.0,39171,9
17705,1882600092.0,17031,2
17706,1880443102.0,06037,36
17707,1880442978.0,10005,1
17708,1878643700.0,42133,11
17709,1881612328.0,06067,6
17710,1880401308.0,49035,3
17711,1878646930.0,19153,3
17712,1881713748.0,13097,6
17713,1880429430.0,37081,5
17714,1882588716.0,06085,16
17715,1880410352.0,42003,12
17716,1880426714.0,06073,48
17717,1880410538.0,24013,2
17718,1882625250.0,42003,12
17719,1880405284.0,06075,11
17720,1880443560.0,09001,4
17721,1872860302.0,23011,2
17722,1880406134.0,26115,5
17723,1878645472.0,35001,2
17724,1880411830.0,40023,2
17725,1878878634.0,36001,20
17726,1873026338.0,12115,17
17727,1880403114.0,36081,6
17728,1880409050.0,04005,2
17729,1878647544.0,26065,7
17730,1872864308.0,13089,5
17731,1870932500.0,39153,13
17732,1880413760.0,48061,34
17733,1880443312.0,36065,21
17734,1878880308.0,28105,3
17735,1882645726.0,55025,2
17736,1882626666.0,47041,6
17737,1880410232.0,53075,5
17738,1882413658.0,45035,1
17739,1878881432.0,48085,3
17740,1880428904.0,36029,26
17741,1878645650.0,42121,16
17742,1882625744.0,12071,19
17743,1882642472.0,48453,37
17744,1882414490.0,34021,3
17745,1880410556.0,38017,1
17746,1882662054.0,17031,8
17747,1880443732.0,47065,3
17748,1878458178.0,33011,2
17749,1878643666.0,19113,2
17750,1882665220.0,01097,2
17751,1878645616.0,53063,5
17752,1870928668.0,12071,19
17753,1870933248.0,47035,6
17754,1880444180.0,16057,1
17755,1881015956.0,22017,6
17756,1880598250.0,36005,15
17757,1878881720.0,37019,7
17758,1880405608.0,55067,7
17759,1881005178.0,27123,4
17760,1880405132.0,12069,11
17761,1880444238.0,42003,17
17762,1882413724.0,53057,2
17763,1878881348.0,08035,4
17764,1880429464.0,45063,2
17765,1882666140.0,05053,4
17766,1872862548.0,26059,5
17767,1878644484.0,19113,2
17768,1882107894.0,48141,16
17769,1878456734.0,23009,2
17770,1880402020.0,34003,9
17771,1880436400.0,16001,2
17772,1878881744.0,31185,3
17773,1880443334.0,12069,11
17774,1882414648.0,06037,44
17775,1880408078.0,48367,12
17776,1882687554.0,22033,6
17777,1882625770.0,06037,31
17778,1875882094.0,06095,8
17779,1882690062.0,55079,4
17780,1882666396.0,45051,7
17781,1882664450.0,25017,3
17782,1880408804.0,08005,6
17783,1880443724.0,39041,4
17784,1878645364.0,25021,4
17785,1880407746.0,19101,1
17786,1878458024.0,37189,5
17787,1880443554.0,36119,16
17788,1880412398.0,45003,2
17789,1870931578.0,17097,10
17790,1878879346.0,31109,1
17791,1873027422.0,27037,2
17792,1880405800.0,36053,22
17793,1870932308.0,09005,5
17794,1870930328.0,12009,8
17795,1878456436.0,22109,3
17796,1882148140.0,29047,6
17797,1882457646.0,37135,4
17798,1880412960.0,06083,24
17799,1872669274.0,13257,9
17800,1882419950.0,48469,27
17801,1882418746.0,42101,2
17802,1882417504.0,21111,3
17803,1882690576.0,25013,1
17804,1881079844.0,26049,8
17805,1882690494.0,39049,3
17806,1880427302.0,04013,1
17807,1882688340.0,39143,9
17808,1880444076.0,42049,16
17809,1882673538.0,13015,11
17810,1882661984.0,04013,8
17811,1880436494.0,29021,6
17812,1880406468.0,25017,5
17813,1878878190.0,42121,15
17814,1880402962.0,37085,13
17815,1880427902.0,12073,2
17816,1882693766.0,06019,21
17817,1882698824.0,01125,4
17818,1880410124.0,12101,12
17819,1882697522.0,42011,6
17820,1882673534.0,35001,1
17821,1878455990.0,25009,6
17822,1870930482.0,41051,3
17823,1882721908.0,39147,5
17824,1870930628.0,55073,7
17825,1882699136.0,17031,5
17826,1880443376.0,12101,12
17827,1880443700.0,08069,4
17828,1882034372.0,04021,6
17829,1880401434.0,37161,14
17830,1882686926.0,12095,9
17831,1880435802.0,18097,6
17832,1882689580.0,48099,31
17833,1882722412.0,24005,2
17834,1880444184.0,51107,10
17835,1880443356.0,39035,7
17836,1880403950.0,51800,2
17837,1880404536.0,21045,1
17838,1882716284.0,47149,4
17839,1882721804.0,36063,26
17840,1878456586.0,17197,14
17841,1880437188.0,48451,11
17842,1882723698.0,05009,1
17843,1882702666.0,27141,6
17844,1882722120.0,18091,1
17845,1882702602.0,47011,3
17846,1882722294.0,06083,24
17847,1882698598.0,48291,36
17848,1882687402.0,48029,28
17849,1882722048.0,31023,1
17850,1882721934.0,27053,5
17851,1881348640.0,09001,5
17852,1882737674.0,48215,15
17853,1880435720.0,29095,5
17854,1878880724.0,33013,1
17855,1880406730.0,06053,18
17856,1882735868.0,53027,6
17857,1882734800.0,22071,2
17858,1880412154.0,08005,6
17859,1882721850.0,51177,7
17860,1878643800.0,41067,1
17861,1870933556.0,06001,14
17862,1882699478.0,13089,4
17863,1882686964.0,17197,14
17864,1882432942.0,48121,26
17865,1882721864.0,12111,21
17866,1882737866.0,12057,14
17867,1880427140.0,13123,9
17868,1880436596.0,48497,26
17869,1882733492.0,26115,5
17870,1882722150.0,17031,1
17871,1882572792.0,26049,8
17872,1880404828.0,06037,43
17873,1882733510.0,25025,7
17874,1878879868.0,30111,2
17875,1880436912.0,37119,14
17876,1882726200.0,34029,4
17877,1878644090.0,06023,2
17878,1882725170.0,13063,13
17879,1882732334.0,36085,11
17880,1882737558.0,45079,6
17881,1882417966.0,06081,15
17882,1882726954.0,06059,49
17883,1880412088.0,42045,5
17884,1882725758.0,42097,9
17885,1880401078.0,24021,6
17886,1882102816.0,48201,36
17887,1880436026.0,08123,8
17888,1881612886.0,21067,6
17889,1882757102.0,20115,2
17890,1882732692.0,08059,7
17891,1882429328.0,12127,6
17892,1882735626.0,06007,1
17893,1882737594.0,06037,44
17894,1882737578.0,36001,20
17895,1880403148.0,37119,12
17896,1878881516.0,12073,2
17897,1880443742.0,49035,4
17898,1882459402.0,04013,4
17899,1880435128.0,04013,4
17900,1882102312.0,54011,1
17901,1881744156.0,26163,6
17902,1882722216.0,17037,11
