,caseid,countyfips,cd119
9568,1876651768.0,17099,14
9569,1873030994.0,55025,2
9570,1873031034.0,50019,1
9571,1873029908.0,06115,3
9572,1872862684.0,18093,9
9573,1870930014.0,55095,7
9574,1872862696.0,12001,3
9575,1873030486.0,04013,4
9576,1873031234.0,33015,2
9577,1872864680.0,13121,7
9578,1873030796.0,19173,3
9579,1873030714.0,51013,8
9580,1873030792.0,27171,6
9581,1873030224.0,13215,3
9582,1876637476.0,06037,28
9583,1873026374.0,23025,2
9584,1873031210.0,27085,7
9585,1875994902.0,47163,1
9586,1873031200.0,48061,34
9587,1876667268.0,08035,4
9588,1872864420.0,12113,1
9589,1873027288.0,04013,5
9590,1876657446.0,06085,16
9591,1873030292.0,36047,7
9592,1873031142.0,51095,1
9593,1872864236.0,06081,15
9594,1873029968.0,36093,20
9595,1872863994.0,01117,6
9596,1872863846.0,19117,3
9597,1872863384.0,22071,2
9598,1873030298.0,12115,17
9599,1872863810.0,12086,28
9600,1873030524.0,17177,16
9601,1872861938.0,19153,3
9602,1872864206.0,09015,2
9603,1872862188.0,06073,52
9604,1872862138.0,36047,11
9605,1872864268.0,36061,10
9606,1872862268.0,41051,1
9607,1873032062.0,12035,6
9608,1870932044.0,37087,11
9609,1876688886.0,26021,5
9610,1873031158.0,06037,44
9611,1870931528.0,12009,8
9612,1876665316.0,48481,22
9613,1873031240.0,22073,4
9614,1872861576.0,04013,8
9615,1872863332.0,17197,1
9616,1872860780.0,13121,7
9617,1873030664.0,29095,5
9618,1872863674.0,05083,4
9619,1870929838.0,06059,40
9620,1873030226.0,42103,8
9621,1872862118.0,06073,50
9622,1873030498.0,12069,11
9623,1876058346.0,36029,23
9624,1872861116.0,42095,7
9625,1872863528.0,20091,3
9626,1873031102.0,28105,3
9627,1875788556.0,48223,4
9628,1876681778.0,06113,4
9629,1870932874.0,12113,1
9630,1873030222.0,42007,17
9631,1876702136.0,37173,11
9632,1876184586.0,12095,10
9633,1873030990.0,41039,4
9634,1876602248.0,12111,21
9635,1872862912.0,13135,9
9636,1872864346.0,47157,9
9637,1876563400.0,35049,3
9638,1872861510.0,31109,1
9639,1873029864.0,48019,21
9640,1872862886.0,42045,5
9641,1872861946.0,26015,2
9642,1872860664.0,06061,3
9643,1872860764.0,12009,8
9644,1876648652.0,18003,3
9645,1870929244.0,48397,4
9646,1872863150.0,01063,7
9647,1873030716.0,18081,6
9648,1873030778.0,48113,32
9649,1873030668.0,48201,38
9650,1873028356.0,19055,2
9651,1873025720.0,06087,19
9652,1873030950.0,53047,4
9653,1870934032.0,36103,2
9654,1873029904.0,06061,3
9655,1872860496.0,13121,7
9656,1872862290.0,13113,3
9657,1875753104.0,18097,6
9658,1872862310.0,26035,2
9659,1870931848.0,53045,6
9660,1873030360.0,39079,2
9661,1872861204.0,45075,6
9662,1872861922.0,42049,16
9663,1876707022.0,29047,5
9664,1872323780.0,36089,21
9665,1872864654.0,48453,35
9666,1873028938.0,45019,6
9667,1876717540.0,06073,51
9668,1873030632.0,08077,3
9669,1872862000.0,48157,22
9670,1872862612.0,17031,5
9671,1876161662.0,26125,11
9672,1873029856.0,53033,8
9673,1876160844.0,17031,8
9674,1872862376.0,17031,5
9675,1873030712.0,06071,23
9676,1874162162.0,48139,6
9677,1873030064.0,18019,9
9678,1872862624.0,36059,4
9679,1872863482.0,40143,3
9680,1870931600.0,45079,6
9681,1872862872.0,51161,9
9682,1873030756.0,39049,3
9683,1872863656.0,47157,8
9684,1873030926.0,06037,29
9685,1872861688.0,28099,3
9686,1876721444.0,29207,8
9687,1876233130.0,42003,17
9688,1876652384.0,17113,16
9689,1873029910.0,25009,6
9690,1876327594.0,34023,6
9691,1873030724.0,32003,3
9692,1872863090.0,34017,8
9693,1873030502.0,46135,1
9694,1872864566.0,36081,5
9695,1873878006.0,41039,4
9696,1876702742.0,06075,11
9697,1876692306.0,12086,27
9698,1876708852.0,17035,15
9699,1872863206.0,12101,12
9700,1872864438.0,37183,13
9701,1873029840.0,06071,2
9702,1873030370.0,12057,15
9703,1876722548.0,06065,41
9704,1873030082.0,42003,17
9705,1876264366.0,31055,2
9706,1873029848.0,06067,7
9707,1872863650.0,42081,9
9708,1872861624.0,12063,2
9709,1873030460.0,17031,3
9710,1873031164.0,12053,12
9711,1873031070.0,48291,36
9712,1872863172.0,32031,2
9713,1873030000.0,30089,1
9714,1873029834.0,04013,1
9715,1870931714.0,36047,7
9716,1872862426.0,34017,8
9717,1876747090.0,54029,2
9718,1872860424.0,16001,1
9719,1876746856.0,48167,36
9720,1873030456.0,42091,4
9721,1873031156.0,01115,3
9722,1875889146.0,47143,4
9723,1873030616.0,19013,2
9724,1873030864.0,48251,6
9725,1876094264.0,26125,11
9726,1874456124.0,17177,17
9727,1876694110.0,48439,25
9728,1872862122.0,37107,1
9729,1874131078.0,12019,4
9730,1873031082.0,12015,17
9731,1872862690.0,39077,5
9732,1870928408.0,08014,7
9733,1876750916.0,42101,3
9734,1876745864.0,10003,1
9735,1873030794.0,37107,1
9736,1876746660.0,28033,1
9737,1872864038.0,36071,18
9738,1873030958.0,04025,2
9739,1876029454.0,12057,15
9740,1873030280.0,34025,4
9741,1873029944.0,36093,20
9742,1876600894.0,17031,2
9743,1873030776.0,54039,1
9744,1872861102.0,39153,13
9745,1873030940.0,40051,4
9746,1876751638.0,31043,3
9747,1876752446.0,48201,36
9748,1873030468.0,42079,8
9749,1872863910.0,06019,21
9750,1873029900.0,53011,3
9751,1872863462.0,48201,18
9752,1873030324.0,50023,1
9753,1876263080.0,26163,12
9754,1872864376.0,06001,12
9755,1872863224.0,34021,12
9756,1873030234.0,48029,20
9757,1873030748.0,13077,3
9758,1872864644.0,42077,7
9759,1872863658.0,39155,14
9760,1876567840.0,12073,2
9761,1873031134.0,06029,20
9762,1875468256.0,48113,32
9763,1873030336.0,42069,8
9764,1876747156.0,12011,24
9765,1870934122.0,42129,12
9766,1875870420.0,18053,5
9767,1873031190.0,49011,1
9768,1876763206.0,04013,9
9769,1873029928.0,06073,50
9770,1876763686.0,04013,3
9771,1873030454.0,20061,2
9772,1873030970.0,24045,1
9773,1870928802.0,19113,2
9774,1873030350.0,10003,1
9775,1873028748.0,47163,1
9776,1873029874.0,53067,10
9777,1873030128.0,06037,43
9778,1872864162.0,45019,6
9779,1874226122.0,27053,5
9780,1876263676.0,12071,17
9781,1873030108.0,01083,5
9782,1875989990.0,36061,10
9783,1872864090.0,01101,2
9784,1873030552.0,21067,6
9785,1873030276.0,36059,4
9786,1872862840.0,41051,1
9787,1873025688.0,12069,11
9788,1872860528.0,42077,7
9789,1870931890.0,25025,7
9790,1876511206.0,34037,7
9791,1873031140.0,47179,1
9792,1872864684.0,06067,6
9793,1873030964.0,53063,5
9794,1876688626.0,45035,1
9795,1875901592.0,18109,4
9796,1873026478.0,51003,5
9797,1875626914.0,01073,7
9798,1873030576.0,55101,1
9799,1875318996.0,42041,10
9800,1872860288.0,06065,41
9801,1876800082.0,36011,24
9802,1872860914.0,49035,2
9803,1872862668.0,25023,9
9804,1876797794.0,17197,14
9805,1873030876.0,51059,11
9806,1873029836.0,08013,2
9807,1876750836.0,29189,2
9808,1873030554.0,55101,1
9809,1872861106.0,12099,21
9810,1873030028.0,48201,7
9811,1873030572.0,06067,3
9812,1873030702.0,06077,9
9813,1876812870.0,51191,9
9814,1872861074.0,34029,4
9815,1870933716.0,34003,5
9816,1873030570.0,51550,2
9817,1872863958.0,18097,6
9818,1872862958.0,51087,4
9819,1873030606.0,08069,4
9820,1874587052.0,36027,17
9821,1873030640.0,47175,6
9822,1876799718.0,45051,7
9823,1872863756.0,17119,13
9824,1870933550.0,48395,17
9825,1873027606.0,48303,19
9826,1873029906.0,06037,26
9827,1873030060.0,06071,23
9828,1872862962.0,06037,42
9829,1872861146.0,12086,27
9830,1872861700.0,51179,7
9831,1872864220.0,17007,11
9832,1872863184.0,17031,1
9833,1873029876.0,12091,1
9834,1872864226.0,06109,5
9835,1876841012.0,09003,5
9836,1873030122.0,02170,1
9837,1872863216.0,28043,2
9838,1873029952.0,48439,24
9839,1873025148.0,04013,1
9840,1873031114.0,36061,12
9841,1872864660.0,48201,38
9842,1876854102.0,34001,2
9843,1876866446.0,12057,14
9844,1876868984.0,12083,3
9845,1876864522.0,48141,16
9846,1872861384.0,31111,3
9847,1876869614.0,26121,2
9848,1876817514.0,09009,3
9849,1873030116.0,36001,20
9850,1870930830.0,47037,5
9851,1872863672.0,42091,4
9852,1872864108.0,36103,1
9853,1870928566.0,53033,7
9854,1873029994.0,36055,25
9855,1873030670.0,48201,18
9856,1872862100.0,24025,1
9857,1873031238.0,37067,6
9858,1872864712.0,42013,13
9859,1872862680.0,42003,12
9860,1872863238.0,06037,28
9861,1873030268.0,37119,12
9862,1876692598.0,39099,6
9863,1872864498.0,08123,2
9864,1876864994.0,36059,4
9865,1872863684.0,30111,2
9866,1872864466.0,04013,8
9867,1872864292.0,18097,7
9868,1872860440.0,51840,6
9869,1876882970.0,42017,1
9870,1872862036.0,12015,17
9871,1876884282.0,51087,4
9872,1873030526.0,13095,2
9873,1872863400.0,08041,5
9874,1872861208.0,12083,3
9875,1872862334.0,13077,3
9876,1872862768.0,48439,12
9877,1873030772.0,36059,4
9878,1876600912.0,12103,14
9879,1876883820.0,42009,13
9880,1871116652.0,47153,4
9881,1872860928.0,42045,5
9882,1876884788.0,48201,38
9883,1870933446.0,06037,32
9884,1876884406.0,09007,2
9885,1876885654.0,12009,8
9886,1876884362.0,41067,6
9887,1876884766.0,48419,1
9888,1873029838.0,36055,25
9889,1873030358.0,08001,8
9890,1872863044.0,29187,8
9891,1876888684.0,38101,1
9892,1876869496.0,34005,3
9893,1873030424.0,37147,3
9894,1876885436.0,26077,4
9895,1873025130.0,08123,2
9896,1876884038.0,37071,14
9897,1873030852.0,39113,10
9898,1873030328.0,48439,6
9899,1872861340.0,12069,11
9900,1872862112.0,32003,1
9901,1873026202.0,42091,1
9902,1876884548.0,26081,3
9903,1872860750.0,55131,5
9904,1876888948.0,17201,17
9905,1876910138.0,08069,4
9906,1872863922.0,09003,5
9907,1870928578.0,12085,21
9908,1873030396.0,12095,9
9909,1873029992.0,51013,8
9910,1872861266.0,26121,3
9911,1873029890.0,36027,18
9912,1872861064.0,06065,41
9913,1870932090.0,01073,6
9914,1872862350.0,06077,9
9915,1873031128.0,04013,1
9916,1872863820.0,06111,24
9917,1872864120.0,54107,2
9918,1873030646.0,33017,1
9919,1873025892.0,13179,1
9920,1872863978.0,31109,1
9921,1873031184.0,06059,49
9922,1876914290.0,42043,10
9923,1876923940.0,36103,1
9924,1870934444.0,20019,4
9925,1870934844.0,51510,8
9926,1876910466.0,12073,2
9927,1876924318.0,48121,26
9928,1876928162.0,18041,6
9929,1872864018.0,48029,21
9930,1872860438.0,23029,2
9931,1873029868.0,53063,5
9932,1873030398.0,05143,3
9933,1872864558.0,27171,6
9934,1872864504.0,53053,10
9935,1876884936.0,48019,21
9936,1876928040.0,06037,27
9937,1872862090.0,04019,6
9938,1873025616.0,36119,17
9939,1876940324.0,34029,4
9940,1876134192.0,40109,5
9941,1872863936.0,34017,8
9942,1876754206.0,26163,13
9943,1876760512.0,55079,4
9944,1873030504.0,13313,14
9945,1872864518.0,17117,13
9946,1873499360.0,34013,10
9947,1875935086.0,12031,4
9948,1873028500.0,12073,2
9949,1876942700.0,17031,2
9950,1872862464.0,45077,3
9951,1876929352.0,34031,9
9952,1872862776.0,25027,2
9953,1872862008.0,37127,1
9954,1873030078.0,13137,9
9955,1876131906.0,48113,32
9956,1872863008.0,19187,4
9957,1870931452.0,27013,1
9958,1873028864.0,36029,26
9959,1876929422.0,12111,21
9960,1872863342.0,06107,20
9961,1876954330.0,31067,3
9962,1870928662.0,06077,9
9963,1873029978.0,55025,2
9964,1872862318.0,04021,2
9965,1872864508.0,27131,1
9966,1872863138.0,36103,2
9967,1876954872.0,39051,9
9968,1875949610.0,06019,21
9969,1872860794.0,51700,3
9970,1876949636.0,12039,2
9971,1876266604.0,19021,4
9972,1873030138.0,21067,6
9973,1876898714.0,35037,3
9974,1873030582.0,12015,16
9975,1872863110.0,27037,2
9976,1872864104.0,27123,4
9977,1873030896.0,06033,4
9978,1876967932.0,06037,30
9979,1876990640.0,36029,26
9980,1876957990.0,08013,2
9981,1872863376.0,08123,8
9982,1873030342.0,05071,4
9983,1873030204.0,37191,1
9984,1876874644.0,16083,2
9985,1870933644.0,25001,9
9986,1872861222.0,48085,26
9987,1873026186.0,48039,14
9988,1873030824.0,41067,1
9989,1873030536.0,12069,11
9990,1870932314.0,40097,2
9991,1877000778.0,33009,2
9992,1876953542.0,47065,3
9993,1876967674.0,05117,1
9994,1872864052.0,13087,2
9995,1876990540.0,37085,13
9996,1872161698.0,51155,9
9997,1876854112.0,36005,15
9998,1873030196.0,16001,1
9999,1873030906.0,50007,1
10000,1873025064.0,08001,8
10001,1872861962.0,22105,1
10002,1872862988.0,06037,42
10003,1872862676.0,12009,8
10004,1873031168.0,39035,11
10005,1876974994.0,34017,8
10006,1870934756.0,39049,3
10007,1872863740.0,08013,2
10008,1872860700.0,15003,1
10009,1876990520.0,04021,5
10010,1876874610.0,33015,1
10011,1872861638.0,53005,4
10012,1872863434.0,39157,12
10013,1876967628.0,32003,3
10014,1876998554.0,36047,8
10015,1873026176.0,15003,2
10016,1872863576.0,33017,1
10017,1873031078.0,56023,1
10018,1873031092.0,06047,13
10019,1872860884.0,34025,4
10020,1873030658.0,45041,7
10021,1870929268.0,13245,12
10022,1876885054.0,28029,2
10023,1873027228.0,12057,14
10024,1877021354.0,39111,6
10025,1873025372.0,25003,1
10026,1873027818.0,53047,4
10027,1877020828.0,04013,1
10028,1873030046.0,12009,8
10029,1876966890.0,19155,4
10030,1873029898.0,17031,10
10031,1876000438.0,53035,6
10032,1877004702.0,40125,5
10033,1873029954.0,06037,34
10034,1873027462.0,06087,19
10035,1877021288.0,34023,6
10036,1877005066.0,12005,2
10037,1872861178.0,36027,18
10038,1873028110.0,29095,5
10039,1877020934.0,06073,48
10040,1870928950.0,42001,13
10041,1876916388.0,49051,3
10042,1877021402.0,08001,8
10043,1873026292.0,25027,2
10044,1876871304.0,06111,24
10045,1877021102.0,47157,9
10046,1872861148.0,48355,27
10047,1872862066.0,51810,2
10048,1877024940.0,51041,1
10049,1872864180.0,36103,2
10050,1873030402.0,48201,38
10051,1872862818.0,11001,1
10052,1873028308.0,48201,18
10053,1873025460.0,28047,4
10054,1873025004.0,04013,1
10055,1873030538.0,47119,5
10056,1873030574.0,37027,5
10057,1873029984.0,51810,2
10058,1877047246.0,17031,2
10059,1877050774.0,53063,5
10060,1873030966.0,29095,5
10061,1872862642.0,36087,17
10062,1870928906.0,26129,1
10063,1877029406.0,18169,2
10064,1872862258.0,08067,3
10065,1873031014.0,47157,9
10066,1872863108.0,01089,5
10067,1877000652.0,45017,6
10068,1873030304.0,41029,2
10069,1877058760.0,26035,2
10070,1870932378.0,04013,8
10071,1877035896.0,04013,9
10072,1873031202.0,36061,12
10073,1872510188.0,06037,27
10074,1877021708.0,55079,5
10075,1872863270.0,09001,4
10076,1870931428.0,16045,1
10077,1873030376.0,47125,7
10078,1877047210.0,06037,29
10079,1872863382.0,37021,11
10080,1873031016.0,48439,24
10081,1877050346.0,48029,20
10082,1876990408.0,42017,1
10083,1877069084.0,12103,13
10084,1872860840.0,51173,9
10085,1873030768.0,10003,1
10086,1873030458.0,51003,5
10087,1876954422.0,48423,1
10088,1876909772.0,06077,9
10089,1875982320.0,28047,4
10090,1872864492.0,47077,8
10091,1872862688.0,47163,1
10092,1877065068.0,39061,1
10093,1872864320.0,42101,2
10094,1877099312.0,01055,3
10095,1873030882.0,12095,9
10096,1877099914.0,13225,2
10097,1873030274.0,40041,2
10098,1872863906.0,18113,3
10099,1873988410.0,06037,30
10100,1877051770.0,13277,8
10101,1873028988.0,26021,5
10102,1877103170.0,42097,9
10103,1872860332.0,06073,51
10104,1873026312.0,36067,22
10105,1876977532.0,13185,8
10106,1872861604.0,55007,7
10107,1873028912.0,39029,6
10108,1877099564.0,26037,7
10109,1877103218.0,12113,1
10110,1876327546.0,17139,15
10111,1877099646.0,49011,1
10112,1870932480.0,53033,1
10113,1877099988.0,46083,1
10114,1877103148.0,13067,6
10115,1875829240.0,12117,7
10116,1873030406.0,16027,1
10117,1877099422.0,37105,13
10118,1877098768.0,06037,28
10119,1877113122.0,12086,24
10120,1873031050.0,17031,10
10121,1877103374.0,53053,8
10122,1877103730.0,06029,20
10123,1877114152.0,17197,1
10124,1877098692.0,17031,3
10125,1872748778.0,44007,1
10126,1877099448.0,34003,5
10127,1872863524.0,12099,22
10128,1877096378.0,48485,13
10129,1877117306.0,39151,13
10130,1872864700.0,25023,9
10131,1873030770.0,51087,4
10132,1877103216.0,29109,7
10133,1877064544.0,12035,6
10134,1872863154.0,17073,17
10135,1873030612.0,48121,32
10136,1873028288.0,36007,19
10137,1877069894.0,29019,4
10138,1873031018.0,18003,3
10139,1870932706.0,12103,13
10140,1873031044.0,53011,3
10141,1877113826.0,28071,1
10142,1875725162.0,47005,7
10143,1877099962.0,18105,9
10144,1873027438.0,06067,7
10145,1877113048.0,05079,1
10146,1877099732.0,30013,2
10147,1877103300.0,06001,12
10148,1872861790.0,36103,1
10149,1872861562.0,17031,1
10150,1872860472.0,39021,4
10151,1872863844.0,55109,7
10152,1872863098.0,53053,6
10153,1877103872.0,53011,3
10154,1875961848.0,42117,15
10155,1873031096.0,48099,31
10156,1872861518.0,37051,7
10157,1872668666.0,35028,3
10158,1873030462.0,06111,26
10159,1870930906.0,33017,1
10160,1877132714.0,04019,6
10161,1876804754.0,36061,12
10162,1877143852.0,29047,5
10163,1872863586.0,12083,3
10164,1877113738.0,41005,3
10165,1874274208.0,48029,20
10166,1873025428.0,55131,5
10167,1870929828.0,53045,6
10168,1876290242.0,28033,1
10169,1872860852.0,08041,5
10170,1873030610.0,42123,15
10171,1877020842.0,20173,4
10172,1877022152.0,53041,3
10173,1877000902.0,25021,8
10174,1872864336.0,12011,20
10175,1872861968.0,01073,7
10176,1877169144.0,26081,2
10177,1873030696.0,05001,1
10178,1872860990.0,01111,3
10179,1876293750.0,22063,5
10180,1877009976.0,36047,9
10181,1877098696.0,41067,6
10182,1870928952.0,42049,16
10183,1873025472.0,39119,12
10184,1877133454.0,42071,11
10185,1877174428.0,36103,1
10186,1872862034.0,34017,8
10187,1873026254.0,48187,15
10188,1877174512.0,06071,28
10189,1873030110.0,13057,11
10190,1872861704.0,21117,4
10191,1873030014.0,37183,4
10192,1877174978.0,23005,1
10193,1877178866.0,18117,8
10194,1873031808.0,40109,4
10195,1876289348.0,42125,14
10196,1873025894.0,55115,8
10197,1870930268.0,36065,21
10198,1872863920.0,17031,10
10199,1877167122.0,12011,20
10200,1873025822.0,18137,9
10201,1872863980.0,08035,4
10202,1877192670.0,42101,3
10203,1873030614.0,39173,5
10204,1872606400.0,17067,15
10205,1877192928.0,55059,1
10206,1870929670.0,45045,4
10207,1872860716.0,42111,14
10208,1873026156.0,42091,4
10209,1876127514.0,42073,16
10210,1872863018.0,04013,3
10211,1873028412.0,47093,2
10212,1872862728.0,36067,22
10213,1872862262.0,13089,4
10214,1873030410.0,13169,8
10215,1870932098.0,42001,13
10216,1877012006.0,09003,1
10217,1872861662.0,06109,5
10218,1873030322.0,19153,3
10219,1877178348.0,48465,23
10220,1873031166.0,13089,4
10221,1873030622.0,37001,9
10222,1877196782.0,18003,3
10223,1877172044.0,40143,1
10224,1872860250.0,31055,2
10225,1872862976.0,34007,1
10226,1872861262.0,27123,4
10227,1872863952.0,49053,2
10228,1877206256.0,42103,8
10229,1877206742.0,55079,4
10230,1877202526.0,12019,4
10231,1877106982.0,37119,12
10232,1873029940.0,20091,3
10233,1870929796.0,21059,2
10234,1872861828.0,34031,9
10235,1872864204.0,34029,4
10236,1876183208.0,18095,5
10237,1873031026.0,12107,6
10238,1876674988.0,42101,3
10239,1875640252.0,26163,12
10240,1873026902.0,51650,3
10241,1873025302.0,39093,5
10242,1877174860.0,48221,25
10243,1870934038.0,06059,47
10244,1872863798.0,12071,17
10245,1873025274.0,36001,20
10246,1876236778.0,24013,2
10247,1872863458.0,26163,12
10248,1873026608.0,36071,18
10249,1877220036.0,37193,5
10250,1877206828.0,55041,7
10251,1877237650.0,50017,1
10252,1877251952.0,48121,26
10253,1877107378.0,51810,2
10254,1873030158.0,26099,9
10255,1877238114.0,45045,4
10256,1876325938.0,06037,29
10257,1874200968.0,12009,8
10258,1873029966.0,48029,23
10259,1872864280.0,41043,5
10260,1877237774.0,55139,6
10261,1876293548.0,12099,20
10262,1872861630.0,12081,16
10263,1872864404.0,02068,1
10264,1877256604.0,48015,10
10265,1874349852.0,13303,12
10266,1870934430.0,37019,7
10267,1875974104.0,12095,11
10268,1872863464.0,18089,1
10269,1877271994.0,55079,1
10270,1877272044.0,55025,2
10271,1876061468.0,20091,3
10272,1875549594.0,06039,13
10273,1870929458.0,06073,49
10274,1873031250.0,17031,7
10275,1872860624.0,41047,6
10276,1872863914.0,39035,11
10277,1874195710.0,42041,13
10278,1872863298.0,26149,5
10279,1876035982.0,29009,7
10280,1872862306.0,51197,9
10281,1877271794.0,12099,22
10282,1870929892.0,27171,6
10283,1877237828.0,33007,2
10284,1873030186.0,42117,9
10285,1875764836.0,13121,5
10286,1877244850.0,48141,16
10287,1877250098.0,34013,10
10288,1877180704.0,36091,21
10289,1872001100.0,19049,3
10290,1877180602.0,12115,17
10291,1874292830.0,51061,10
10292,1877276382.0,45077,3
10293,1872864646.0,24021,6
10294,1873030678.0,06085,17
10295,1873030090.0,53027,6
10296,1873030102.0,48453,10
10297,1870931462.0,42033,15
10298,1877174722.0,37159,6
10299,1875112784.0,34017,8
10300,1872862952.0,34003,5
10301,1873030784.0,29183,3
10302,1875975560.0,37001,9
10303,1877261568.0,18151,3
10304,1873027116.0,46099,1
10305,1872860960.0,24031,8
10306,1872864506.0,29095,5
10307,1876035382.0,25001,9
10308,1875903610.0,29047,6
10309,1872862228.0,48029,21
10310,1867466080.0,12031,5
10311,1877308492.0,39049,3
10312,1877308526.0,08091,3
10313,1872861984.0,22103,1
10314,1877322688.0,25005,9
10315,1873030384.0,12011,25
10316,1877244880.0,51013,8
10317,1875828958.0,12031,5
10318,1872861992.0,18029,9
10319,1877308668.0,27053,5
10320,1870929144.0,12001,3
10321,1873887654.0,12053,12
10322,1873027492.0,17201,17
10323,1877318992.0,06083,24
10324,1870930294.0,12069,11
10325,1875866480.0,17097,10
10326,1877318974.0,27173,7
10327,1877308776.0,48355,27
10328,1877318864.0,25009,6
10329,1870934566.0,32003,3
10330,1877308498.0,45091,5
10331,1872864096.0,34025,6
10332,1873029860.0,36069,24
10333,1873030936.0,29083,4
10334,1873029026.0,53063,5
10335,1877278390.0,42079,8
10336,1872860804.0,01089,5
10337,1873031076.0,45067,7
10338,1872862232.0,27025,6
10339,1877318560.0,42091,4
10340,1877323404.0,42077,7
10341,1877323034.0,51735,1
10342,1877322968.0,37111,11
10343,1873027136.0,25001,9
10344,1874177010.0,36087,17
10345,1877322556.0,17043,3
10346,1877318928.0,26115,5
10347,1876511222.0,41051,3
10348,1876544680.0,29137,6
10349,1877322992.0,55079,4
10350,1872863344.0,55075,8
10351,1877327506.0,37081,6
10352,1877310308.0,24009,5
10353,1872864004.0,17031,7
10354,1877327340.0,12095,11
10355,1876192912.0,42043,10
10356,1877318638.0,34041,7
10357,1877318552.0,28105,3
10358,1877341756.0,34021,3
10359,1877324492.0,12073,2
10360,1877276978.0,09001,5
10361,1873031042.0,25017,7
10362,1873030774.0,17201,17
10363,1876035432.0,08069,4
10364,1877272122.0,13063,13
10365,1877348380.0,17089,11
10366,1873030898.0,01039,1
10367,1877263416.0,06073,49
10368,1873030544.0,05115,4
10369,1872860608.0,47189,5
10370,1872863738.0,32003,3
10371,1877336374.0,19165,4
10372,1877381702.0,04013,1
10373,1873030734.0,01097,1
10374,1872861768.0,17055,12
10375,1873030072.0,12069,11
10376,1872862040.0,18003,3
10377,1872864402.0,37097,10
10378,1874279572.0,42047,15
10379,1877238014.0,55063,3
10380,1872863234.0,01097,1
10381,1873027248.0,32003,3
10382,1877384008.0,34029,4
10383,1877364220.0,06037,32
10384,1873025374.0,36103,2
10385,1872696350.0,51191,9
10386,1877394090.0,39023,10
10387,1875904226.0,06111,26
10388,1877348262.0,48231,3
10389,1876186304.0,53067,10
10390,1870932188.0,16001,2
10391,1876266004.0,55079,4
10392,1877397146.0,08059,6
10393,1873030932.0,21117,4
10394,1873031224.0,26163,13
10395,1872860952.0,12127,7
10396,1872864170.0,32003,4
10397,1873030180.0,13077,3
10398,1870928480.0,26099,10
10399,1877398472.0,48453,17
10400,1874225184.0,06065,39
10401,1875883932.0,26125,7
10402,1877244846.0,16055,1
10403,1877398616.0,17043,8
10404,1874224398.0,42091,4
10405,1876127686.0,12083,3
10406,1876290926.0,42075,9
10407,1877394686.0,48453,37
10408,1877398716.0,12115,17
10409,1876066958.0,45045,3
10410,1872862686.0,04013,5
10411,1870934216.0,06095,8
10412,1877399274.0,01125,7
10413,1873031176.0,08035,4
10414,1873031024.0,37045,14
10415,1875982336.0,48183,1
10416,1872861346.0,29107,4
10417,1876158632.0,01003,1
10418,1874056116.0,53005,4
10419,1877413226.0,12085,21
10420,1872749252.0,40021,2
10421,1877206436.0,12057,14
10422,1877300916.0,37081,6
10423,1873030008.0,51550,2
10424,1872861462.0,37081,5
10425,1877257676.0,10003,1
10426,1875995302.0,24033,4
10427,1870933470.0,39153,13
10428,1871316920.0,18019,9
10429,1870934474.0,17043,3
10430,1877272646.0,49019,3
10431,1872861926.0,06037,43
10432,1877316772.0,06037,30
10433,1872861858.0,17097,10
10434,1873031072.0,01067,1
10435,1872863088.0,17197,2
10436,1874458528.0,42051,14
10437,1870930472.0,18089,1
10438,1873027630.0,27053,5
10439,1872861996.0,22089,1
10440,1877427920.0,26125,12
10441,1875888254.0,48113,5
10442,1872861108.0,08075,4
10443,1877428314.0,53033,9
10444,1877463364.0,08001,8
10445,1872863028.0,09009,3
10446,1877413324.0,21003,1
10447,1876265282.0,19153,3
10448,1877421412.0,38035,1
10449,1876032396.0,13067,6
10450,1874200718.0,36091,21
10451,1872860652.0,48201,7
10452,1877467192.0,49049,3
10453,1877481998.0,51620,2
10454,1873029902.0,51107,10
10455,1873938880.0,53029,2
10456,1877409674.0,25015,2
10457,1877457560.0,37119,14
10458,1877463034.0,49005,1
10459,1873028168.0,25027,2
10460,1877482442.0,13223,14
10461,1872864412.0,06061,3
10462,1877370210.0,01089,5
10463,1870931472.0,36047,9
10464,1872470492.0,17031,7
10465,1874225180.0,48251,6
10466,1877359092.0,31055,2
10467,1872863636.0,06065,48
10468,1876244124.0,53067,10
10469,1873026802.0,53029,2
10470,1870928642.0,41043,5
10471,1877485890.0,48253,19
10472,1877496760.0,16001,1
10473,1877531706.0,12081,16
10474,1877528248.0,42101,3
10475,1877527622.0,12117,7
10476,1872862202.0,31109,1
10477,1877513576.0,01049,4
10478,1875982844.0,04013,8
10479,1877516904.0,53053,8
10480,1877542792.0,42025,7
10481,1873030464.0,21067,6
10482,1877549014.0,36103,2
10483,1875981218.0,13045,3
10484,1876678546.0,32003,3
10485,1877531720.0,40143,1
10486,1877531834.0,01089,5
10487,1873031244.0,54053,1
10488,1877484110.0,41033,2
10489,1876160270.0,17199,12
10490,1877549318.0,06065,39
10491,1873030686.0,35043,3
10492,1872861742.0,22033,6
10493,1873028940.0,42019,16
10494,1870928592.0,55131,5
10495,1877463646.0,29021,6
10496,1877568766.0,04019,6
10497,1877592026.0,51059,8
10498,1873025144.0,04013,8
10499,1877515240.0,17163,13
